GCCSA_CODE_2016,EWFT_16_TechFEI_FT,EWFT_16_TechFEI_PT,EWFT_16_TechFEI_NS,EWFT_16_TechFEI_Tot,EWFT_16_UniOTIs_FT,EWFT_16_UniOTIs_PT,EWFT_16_UniOTIs_NS,EWFT_16_UniOTIs_Tot,EWFT_16_Other,EWFT_16_NS,EWFT_16_Tot,EWFT_17_TechFEI_FT,EWFT_17_TechFEI_PT,EWFT_17_TechFEI_NS,EWFT_17_TechFEI_Tot,EWFT_17_UniOTIs_FT,EWFT_17_UniOTIs_PT,EWFT_17_UniOTIs_NS,EWFT_17_UniOTIs_Tot,EWFT_17_Other,EWFT_17_NS,EWFT_17_Tot,EWFT_18_TechFEI_FT,EWFT_18_TechFEI_PT,EWFT_18_TechFEI_NS,EWFT_18_TechFEI_Tot,EWFT_18_UniOTIs_FT,EWFT_18_UniOTIs_PT,EWFT_18_UniOTIs_NS,EWFT_18_UniOTIs_Tot,EWFT_18_Other,EWFT_18_NS,EWFT_18_Tot,EWFT_19_TechFEI_FT,EWFT_19_TechFEI_PT,EWFT_19_TechFEI_NS,EWFT_19_TechFEI_Tot,EWFT_19_UniOTIs_FT,EWFT_19_UniOTIs_PT,EWFT_19_UniOTIs_NS,EWFT_19_UniOTIs_Tot,EWFT_19_Other,EWFT_19_NS,EWFT_19_Tot,EWFT_20_24_TechFEI_FT,EWFT_20_24_TechFEI_PT,EWFT_20_24_TechFEI_NS,EWFT_20_24_TechFEI_Tot,EWFT_20_24_UniOTIs_FT,EWFT_20_24_UniOTIs_PT,EWFT_20_24_UniOTIs_NS,EWFT_20_24_UniOTIs_Tot,EWFT_20_24_Other,EWFT_20_24_NS,EWFT_20_24_Tot,EWFT_25_29_TechFEI_FT,EWFT_25_29_TechFEI_PT,EWFT_25_29_TechFEI_NS,EWFT_25_29_TechFEI_Tot,EWFT_25_29_UniOTIs_FT,EWFT_25_29_UniOTIs_PT,EWFT_25_29_UniOTIs_NS,EWFT_25_29_UniOTIs_Tot,EWFT_25_29_Other,EWFT_25_29_NS,EWFT_25_29_Tot,EWFT_30over_TechFEI_FT,EWFT_30over_TechFEI_PT,EWFT_30over_TechFEI_NS,EWFT_30over_TechFEI_Tot,EWFT_30over_UniOTIs_FT,EWFT_30over_UniOTIs_PT,EWFT_30over_UniOTIs_NS,EWFT_30over_UniOTIs_Tot,EWFT_30over_Other,EWFT_30over_NS,EWFT_30over_Tot,EWFT_Tot_TechFEI_FT,EWFT_Tot_TechFEI_PT,EWFT_Tot_TechFEI_NS,EWFT_Tot_TechFEI_Tot,EWFT_Tot_UniOTIs_FT,EWFT_Tot_UniOTIs_PT,EWFT_Tot_UniOTIs_NS,EWFT_Tot_UniOTIs_Tot,EWFT_Tot_Other,EWFT_Tot_NS,EWFT_Tot_Tot,EWPT_16_TechFEI_FT,EWPT_16_TechFEI_PT,EWPT_16_TechFEI_NS,EWPT_16_TechFEI_Tot,EWPT_16_UniOTIs_FT,EWPT_16_UniOTIs_PT,EWPT_16_UniOTIs_NS,EWPT_16_UniOTIs_Tot,EWPT_16_Other,EWPT_16_NS,EWPT_16_Tot,EWPT_17_TechFEI_FT,EWPT_17_TechFEI_PT,EWPT_17_TechFEI_NS,EWPT_17_TechFEI_Tot,EWPT_17_UniOTIs_FT,EWPT_17_UniOTIs_PT,EWPT_17_UniOTIs_NS,EWPT_17_UniOTIs_Tot,EWPT_17_Other,EWPT_17_NS,EWPT_17_Tot,EWPT_18_TechFEI_FT,EWPT_18_TechFEI_PT,EWPT_18_TechFEI_NS,EWPT_18_TechFEI_Tot,EWPT_18_UniOTIs_FT,EWPT_18_UniOTIs_PT,EWPT_18_UniOTIs_NS,EWPT_18_UniOTIs_Tot,EWPT_18_Other,EWPT_18_NS,EWPT_18_Tot,EWPT_19_TechFEI_FT,EWPT_19_TechFEI_PT,EWPT_19_TechFEI_NS,EWPT_19_TechFEI_Tot,EWPT_19_UniOTIs_FT,EWPT_19_UniOTIs_PT,EWPT_19_UniOTIs_NS,EWPT_19_UniOTIs_Tot,EWPT_19_Other,EWPT_19_NS,EWPT_19_Tot,EWPT_20_24_TechFEI_FT,EWPT_20_24_TechFEI_PT,EWPT_20_24_TechFEI_NS,EWPT_20_24_TechFEI_Tot,EWPT_20_24_UniOTIs_FT,EWPT_20_24_UniOTIs_PT,EWPT_20_24_UniOTIs_NS,EWPT_20_24_UniOTIs_Tot,EWPT_20_24_Other,EWPT_20_24_NS,EWPT_20_24_Tot,EWPT_25_29_TechFEI_FT,EWPT_25_29_TechFEI_PT,EWPT_25_29_TechFEI_NS,EWPT_25_29_TechFEI_Tot,EWPT_25_29_UniOTIs_FT,EWPT_25_29_UniOTIs_PT,EWPT_25_29_UniOTIs_NS,EWPT_25_29_UniOTIs_Tot,EWPT_25_29_Other,EWPT_25_29_NS,EWPT_25_29_Tot,EWPT_30over_TechFEI_FT,EWPT_30over_TechFEI_PT,EWPT_30over_TechFEI_NS,EWPT_30over_TechFEI_Tot,EWPT_30over_UniOTIs_FT,EWPT_30over_UniOTIs_PT,EWPT_30over_UniOTIs_NS,EWPT_30over_UniOTIs_Tot,EWPT_30over_Other,EWPT_30over_NS,EWPT_30over_Tot,EWPT_Tot_TechFEI_FT,EWPT_Tot_TechFEI_PT,EWPT_Tot_TechFEI_NS,EWPT_Tot_TechFEI_Tot,EWPT_Tot_UniOTIs_FT,EWPT_Tot_UniOTIs_PT,EWPT_Tot_UniOTIs_NS,EWPT_Tot_UniOTIs_Tot,EWPT_Tot_Other,EWPT_Tot_NS,EWPT_Tot_Tot,EAFW_16_TechFEI_FT,EAFW_16_TechFEI_PT,EAFW_16_TechFEI_NS,EAFW_16_TechFEI_Tot,EAFW_16_UniOTIs_FT,EAFW_16_UniOTIs_PT,EAFW_16_UniOTIs_NS,EAFW_16_UniOTIs_Tot,EAFW_16_Other,EAFW_16_NS,EAFW_16_Tot,EAFW_17_TechFEI_FT,EAFW_17_TechFEI_PT,EAFW_17_TechFEI_NS,EAFW_17_TechFEI_Tot,EAFW_17_UniOTIs_FT,EAFW_17_UniOTIs_PT,EAFW_17_UniOTIs_NS,EAFW_17_UniOTIs_Tot,EAFW_17_Other,EAFW_17_NS,EAFW_17_Tot,EAFW_18_TechFEI_FT,EAFW_18_TechFEI_PT
5GPER,6,71,0,74,0,0,0,0,12,3,94,20,180,0,206,0,0,0,0,26,5,244,67,478,6,553,37,23,0,59,31,22,668,88,652,11,751,95,83,0,178,39,33,998,384,1838,20,2231,878,1281,13,2174,429,188,5020,212,1267,5,1488,769,2521,16,3304,634,246,5667,462,3148,42,3647,1323,7652,65,9037,2380,2038,17091,1241,7632,79,8950,3101,11558,87,14743,3552,2541,29785,136,55,0,185,16,0,0,16,5163,80,5443,240,96,0,336,99,11,0,106,5769,85,6296,527,303,6,841,3887,364,11,4261,984,62,6147,524,301,0,830,5411,517,15,5942,185,64,7012,1729,984,7,2724,16860,2736,46,19642,801,239,23401,1234,785,9,2027,4155,1276,22,5458,836,163,8488,1647,2384,28,4054,3052,3761,40,6848,2283,1359,14548,6036,4909,47,10990,33476,8658,126,42265,16023,2065,71342,3,8,0,15,0,0,0,0,294,17,322,15,15,0,31,14,0,0,10,331,12,391,41,30
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,6,0,3,0,3,0,0,0,0,0,0,5,0,12,0,12,0,14,0,16,7,6,36,0,19,0,19,3,14,0,24,9,6,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,3,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,10,0,10,0,0,0,0,0,0,10,7,34,0,36,0,0,0,0,3,0,41,3,87,0,94,0,0,0,0,7,3,104,12,109,0,123,3,0,0,8,0,5,138,29,254,6,285,19,28,0,48,12,29,373,15,114,3,126,22,62,0,85,19,34,266,33,207,4,244,34,130,0,156,83,180,666,93,816,17,916,84,217,0,302,125,247,1593,4,3,0,4,0,0,0,0,83,3,89,8,4,0,9,3,0,0,3,96,6,119,15,6,0,21,82,10,0,90,17,3,124,12,25,0,35,114,12,0,131,3,0,167,65,43,0,103,519,96,0,611,14,15,748,57,42,3,97,181,59,0,241,42,8,395,82,154,3,242,159,164,4,327,130,125,823,237,278,8,514,1055,338,4,1394,385,160,2462,0,0,0,0,0,0,0,0,5,0,11,0,3,0,3,0,0,0,0,15,0,22,3,3
4RSAU,0,8,0,8,0,0,0,0,8,0,22,4,28,0,34,0,0,0,0,14,4,56,10,117,0,129,3,3,0,8,17,7,155,14,137,7,153,14,3,0,17,17,9,196,87,386,4,473,61,132,0,191,62,63,788,43,251,4,299,50,177,0,236,39,74,648,83,678,11,773,102,765,9,871,263,828,2737,243,1607,26,1871,231,1077,8,1321,422,982,4600,4,3,0,12,3,0,0,3,1150,43,1204,13,16,0,35,3,0,0,3,1344,49,1432,28,58,0,88,124,8,0,131,415,30,664,25,60,0,86,184,23,0,207,31,6,334,119,218,0,331,568,106,0,676,56,51,1115,55,152,3,205,138,92,0,231,39,41,516,148,627,3,778,228,465,0,692,309,590,2359,394,1130,14,1532,1243,699,3,1945,3346,803,7623,0,0,0,0,0,0,0,0,100,3,104,0,3,0,3,0,0,0,0,98,4,110,4,6
4GADE,3,13,0,14,0,3,0,3,7,0,23,5,45,0,52,0,0,0,3,34,7,91,26,190,0,217,16,15,0,28,23,16,283,34,302,0,339,38,29,0,69,45,15,477,207,1313,6,1520,577,813,10,1394,332,129,3381,132,1020,10,1164,517,1461,11,1985,374,144,3661,303,2915,21,3239,894,5143,26,6064,1464,1585,12353,715,5799,43,6552,2039,7463,44,9548,2270,1890,20259,28,6,0,39,8,3,0,10,3550,75,3678,66,50,0,115,63,12,0,77,4172,82,4448,179,167,0,350,2122,158,9,2281,1321,46,4005,219,172,0,393,3293,268,19,3575,168,61,4191,867,729,5,1600,11876,1570,30,13476,421,184,15678,523,521,0,1041,2702,914,6,3625,358,90,5125,835,2146,19,2993,2300,2783,26,5113,1310,1057,10478,2714,3786,24,6530,22366,5705,92,28159,11305,1605,47604,7,0,0,9,0,0,0,0,219,10,237,6,6,0,11,6,0,0,6,267,11,293,9,17
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,8,0,13,3,27,0,28,0,0,0,0,8,3,45,5,38,0,49,0,0,0,4,5,3,57,19,168,0,198,16,16,0,32,18,8,255,5,83,0,90,14,26,0,31,18,9,151,14,137,0,148,17,86,0,107,53,125,433,50,460,3,515,47,131,0,174,110,150,949,0,0,0,0,0,0,0,0,50,3,53,5,4,0,9,0,0,0,0,63,0,68,5,4,0,11,43,3,0,46,19,0,71,3,4,0,12,87,4,0,91,4,0,107,21,42,0,68,362,56,0,422,19,17,514,21,30,0,50,115,32,0,154,17,11,231,64,160,0,223,125,87,3,209,84,116,638,120,255,0,370,738,180,3,919,251,145,1679,0,0,0,0,0,0,0,0,15,0,14,0,0,0,0,0,0,0,0,18,0,18,0,4
3RQLD,8,47,3,60,0,0,0,0,56,7,122,36,226,3,264,3,26,0,27,85,23,399,118,582,12,701,75,82,0,155,74,44,977,127,654,6,788,123,144,3,270,75,55,1192,585,2363,19,2963,980,1900,8,2890,547,357,6760,290,1606,10,1905,652,2646,7,3305,563,346,6125,559,4429,58,5048,1127,8728,53,9902,2646,3673,21266,1722,9908,103,11729,2966,13521,69,16559,4053,4496,36836,80,60,0,140,12,4,0,15,9141,181,9480,173,139,0,315,694,91,3,786,7430,206,8736,241,346,0,592,2784,339,3,3129,731,83,4533,212,331,0,542,3142,390,16,3543,168,50,4308,727,1106,16,1845,9124,1803,22,10957,659,249,13708,560,972,7,1538,2528,1282,21,3829,730,176,6270,1148,3632,47,4828,2810,4507,34,7356,2589,2203,16973,3149,6581,79,9807,21090,8420,98,29615,21444,3138,64006,8,7,0,16,3,0,0,3,624,35,677,14,18,0,35,48,3,0,47,529,32,644,17,44
3GBRI,5,31,0,40,0,0,0,0,23,0,63,16,135,0,159,12,11,0,27,42,13,237,80,394,7,480,104,47,0,150,54,22,697,116,527,11,655,194,118,0,316,65,32,1070,508,2321,17,2838,1646,2322,7,3976,589,270,7676,324,1784,12,2119,1192,3874,17,5073,735,264,8194,622,4413,43,5082,1775,11835,66,13675,3126,2505,24382,1671,9608,89,11371,4928,18203,91,23221,4642,3102,42329,97,35,0,130,20,0,0,20,6983,94,7222,217,127,0,343,1507,85,4,1592,5967,97,7995,487,291,3,779,5636,360,14,6022,578,75,7454,425,293,3,714,6701,471,23,7191,218,70,8199,1438,1077,8,2515,20936,2697,38,23673,1050,260,27504,1104,911,13,2024,5048,1532,11,6588,1218,200,10023,1414,2933,16,4367,3654,4764,36,8462,2743,1345,16916,5171,5657,40,10868,43510,9909,133,53546,18757,2144,85325,9,6,0,14,0,0,0,0,448,9,472,21,3,0,23,75,0,0,79,419,9,534,28,25
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,12,0,16,0,0,0,0,4,0,18,4,51,0,52,0,0,0,0,4,0,61,9,111,0,122,4,3,0,10,8,3,150,21,128,3,151,6,0,0,14,12,6,179,76,349,0,430,53,58,0,108,37,31,603,49,190,4,247,39,93,0,133,45,38,457,40,377,3,422,49,298,3,350,195,353,1315,201,1218,12,1429,154,457,3,616,302,436,2783,10,3,0,10,0,0,0,0,215,3,232,8,10,0,20,31,0,0,38,189,7,249,5,24,0,32,189,12,0,199,23,4,259,15,22,0,35,252,21,0,274,6,7,321,79,88,0,162,756,98,0,853,49,27,1094,46,81,0,121,274,77,0,350,95,13,582,112,295,4,414,294,309,4,604,275,253,1544,272,520,4,791,1798,514,6,2321,840,320,4278,0,0,0,0,0,0,0,0,33,0,32,0,3,0,3,9,0,0,8,24,3,40,0,0
2RVIC,5,47,3,56,0,0,0,0,31,5,89,28,216,0,242,3,5,0,11,39,16,302,70,487,7,559,18,12,0,33,82,33,708,97,648,12,759,50,36,4,87,88,45,972,406,1846,14,2268,424,676,8,1108,348,268,3988,141,830,5,982,279,1077,3,1361,306,226,2870,197,2023,24,2238,459,3610,28,4095,1238,2773,10344,934,6092,69,7098,1238,5415,36,6688,2125,3365,19279,44,26,0,71,11,0,0,12,5060,159,5298,143,53,4,203,19,0,0,21,5524,148,5887,198,166,0,367,740,68,3,814,2814,110,4106,267,237,3,504,1695,154,10,1857,170,54,2592,647,754,7,1411,6401,933,20,7351,336,201,9293,231,458,10,693,1135,622,5,1764,235,137,2823,467,1917,15,2398,1240,2517,17,3765,1397,1900,9469,1999,3608,40,5647,11233,4298,47,15581,15531,2715,39471,6,5,0,16,0,0,0,0,449,24,488,16,13,0,21,4,0,0,4,441,29,497,17,16
2GMEL,13,69,0,85,0,6,0,6,30,9,121,25,275,3,300,4,8,0,9,62,17,391,76,777,6,865,78,26,0,103,107,28,1098,132,1261,14,1405,236,113,0,353,142,70,1961,862,5085,46,5993,2701,3303,31,6036,1228,497,13742,608,3141,22,3768,2148,6895,40,9089,1881,707,15443,1266,6865,125,8255,3461,17934,150,21542,7087,5619,42497,2971,17467,221,20661,8628,28284,220,37134,10530,6940,75261,148,39,4,191,33,3,0,32,11202,186,11607,274,119,0,402,159,13,0,175,11891,216,12676,859,336,3,1197,6470,346,10,6825,5664,181,13866,1277,543,4,1831,12763,767,41,13571,587,172,16161,4329,2097,28,6452,50339,5898,142,56375,2404,817,66048,2586,1818,11,4424,12821,3624,32,16477,2213,466,23581,2963,5048,53,8066,7474,9013,91,16575,6320,3237,34205,12442,10008,109,22564,90044,19668,315,110032,40279,5273,178148,8,5,0,19,0,0,0,0,691,28,738,27,18,0,45,4,0,0,6,848,31,935,66,49
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,3,13,0,12,0,0,0,0,3,0,18,4,83,0,94,0,0,0,0,8,3,104,15,259,3,270,0,0,0,3,22,6,304,27,340,0,372,5,3,0,7,25,11,411,110,1047,12,1173,50,53,0,102,80,79,1431,69,371,0,434,40,98,0,139,74,68,722,59,540,3,600,61,278,0,339,262,457,1654,283,2657,19,2962,153,436,3,590,469,620,4639,5,6,0,7,0,0,0,0,202,3,214,13,14,0,20,14,0,0,14,257,12,300,21,29,0,46,160,8,0,171,139,7,367,20,29,0,50,332,20,0,360,24,6,442,146,161,0,308,1453,173,9,1631,81,49,2068,97,107,0,206,494,133,4,622,119,41,986,173,379,11,566,334,376,7,712,356,342,1971,473,727,10,1212,2785,707,15,3509,1175,451,6348,0,0,0,3,0,0,0,0,30,6,42,0,11,0,6,3,0,0,3,38,0,53,3,9
1RNSW,18,192,4,217,0,0,0,0,32,13,268,41,601,7,650,0,0,0,0,50,31,733,113,1256,22,1389,24,42,0,70,100,75,1629,171,1559,17,1743,125,121,0,242,124,70,2182,657,4110,42,4810,923,1832,9,2764,533,390,8501,325,2054,14,2387,608,2824,6,3439,526,378,6726,412,5491,47,5955,944,8621,56,9621,2230,4442,22256,1735,15259,150,17150,2614,13457,79,16151,3591,5401,42290,129,106,0,237,9,3,0,6,8084,210,8540,212,221,4,432,41,4,0,42,8336,239,9054,259,461,0,718,1537,181,0,1718,3450,133,6021,276,490,0,766,2940,337,8,3284,197,85,4331,703,1544,11,2258,10801,2130,24,12950,493,291,15995,397,1124,4,1521,2417,1346,11,3776,403,214,5920,828,4520,37,5388,2367,4933,41,7338,1956,2938,17618,2801,8463,63,11329,20108,8924,84,29117,22923,4103,67470,15,14,0,26,0,0,0,0,665,30,723,20,28,0,47,6,0,0,6,826,32,911,23,64
1GSYD,28,320,0,347,0,0,0,0,29,8,391,49,771,3,827,3,5,0,12,58,25,919,138,1487,14,1641,157,82,0,243,128,48,2060,236,1907,23,2164,392,240,0,639,158,78,3040,938,6167,51,7157,3728,5594,40,9367,1395,549,18467,638,3805,29,4473,2608,9196,49,11854,1874,786,18989,1744,9177,150,11074,4836,23150,216,28199,7236,5784,52291,3777,23638,273,27685,11728,38270,308,50306,10880,7283,96152,142,143,0,284,33,3,0,36,10387,178,10880,207,217,3,428,136,19,0,155,9677,194,10454,675,626,7,1316,8147,512,11,8673,3311,152,13444,822,746,5,1575,13562,1033,38,14634,618,157,16992,3079,2598,19,5694,47970,7012,122,55103,3385,714,64894,2445,2331,15,4793,12000,3543,45,15593,3990,513,24892,3249,6438,79,9762,7870,8870,104,16836,7445,3139,37190,10625,13106,125,23853,89714,20993,324,111026,38811,5055,178745,17,13,0,31,3,0,0,3,757,26,821,29,41,0,68,20,0,0,16,1210,38,1331,54,91
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,5,108,0,116,0,0,0,0,5,0,124,6,234,0,243,0,0,0,0,5,19,262,22,450,5,478,5,0,0,5,6,10,500,32,487,5,527,17,7,0,24,11,10,570,105,1294,18,1416,104,112,5,221,40,79,1756,63,412,0,477,66,136,0,204,60,77,815,71,675,6,763,105,371,0,479,256,486,1980,318,3672,35,4026,296,624,3,924,382,674,6012,6,22,0,32,0,0,0,0,257,3,297,7,35,0,44,0,0,0,0,241,6,298,24,80,0,102,229,21,0,248,118,7,481,17,82,0,105,418,31,0,458,23,10,591,125,242,0,365,1570,222,4,1799,147,44,2356,108,186,0,296,397,154,0,552,179,38,1054,215,606,11,828,411,458,0,865,486,392,2575,503,1255,16,1771,3025,885,10,3916,1458,504,7647,3,0,0,7,0,0,0,0,46,0,56,0,13,0,15,0,0,0,0,50,0,65,11,15