SA3_CODE_2016,Tot_1750_1999_A_55_64,Tot_1750_1999_A_65_74,Tot_1750_1999_A_75ov,Tot_1750_1999_Tot,Tot_2000_2999_A_15_19,Tot_2000_2999_A_20_24,Tot_2000_2999_A_25_34,Tot_2000_2999_A_35_44,Tot_2000_2999_A_45_54,Tot_2000_2999_A_55_64,Tot_2000_2999_A_65_74,Tot_2000_2999_A_75ov,Tot_2000_2999_Tot,Tot_3000mo_A_15_19,Tot_3000mo_A_20_24,Tot_3000mo_A_25_34,Tot_3000mo_A_35_44,Tot_3000mo_A_45_54,Tot_3000mo_A_55_64,Tot_3000mo_A_65_74,Tot_3000mo_A_75ov,Tot_3000mo_Tot,Tot_PINS_A_15_19,Tot_PINS_A_20_24,Tot_PINS_A_25_34,Tot_PINS_A_35_44,Tot_PINS_A_45_54,Tot_PINS_A_55_64,Tot_PINS_A_65_74,Tot_PINS_A_75ov,Tot_PINS_Tot,Tot_Tot_A_15_19,Tot_Tot_A_20_24,Tot_Tot_A_25_34,Tot_Tot_A_35_44,Tot_Tot_A_45_54,Tot_Tot_A_55_64,Tot_Tot_A_65_74,Tot_Tot_A_75ov,Tot_Tot_Tot
10102,176,26,3,881,0,11,209,361,409,214,38,9,1255,3,0,38,139,206,103,37,10,537,32,17,36,35,49,36,26,3,224,1049,1360,3120,3003,3237,2328,706,138,14949
10103,93,17,4,384,0,0,59,119,134,88,11,7,419,0,3,21,50,72,49,8,4,212,24,17,24,33,26,34,16,7,184,636,1145,1812,1642,2074,1640,579,129,9660
10104,239,40,4,887,0,4,81,203,293,238,44,9,872,0,3,25,81,120,120,40,7,401,39,36,52,69,81,111,30,9,433,1526,1467,3222,4337,6027,5764,1424,210,23971
10105,176,19,3,718,3,15,106,178,260,173,51,5,788,5,0,19,66,88,68,32,22,298,18,21,27,44,59,45,18,11,244,875,1079,2393,2525,3074,2471,788,179,13372
10106,106,42,0,442,0,4,66,140,149,108,37,19,527,3,5,19,56,108,69,41,24,319,18,17,43,31,41,35,32,11,223,749,925,1712,2105,2501,2138,908,251,11285
10201,646,78,5,2902,0,15,384,945,1048,697,125,16,3235,0,10,97,366,508,373,108,25,1496,86,85,149,170,226,162,56,14,952,4099,5362,10540,11943,13672,10467,2418,282,58776
10202,397,41,4,2002,4,8,307,694,724,434,69,4,2240,5,13,89,285,317,217,56,9,984,67,63,117,122,162,132,45,8,721,3601,4475,8586,9484,10445,7616,1586,166,45957
10301,234,40,5,1134,0,7,167,345,412,273,43,3,1250,0,0,42,89,127,124,41,8,438,34,34,47,56,71,49,16,9,314,1260,1992,3777,3837,4221,3357,998,174,19613
10302,182,61,7,886,0,11,203,300,334,226,44,11,1123,0,3,39,111,164,131,57,20,527,29,29,72,69,78,67,58,30,437,1184,1715,3582,3948,4691,4125,1434,449,21121
10303,195,21,7,982,0,38,426,519,498,269,31,7,1800,3,12,147,199,234,143,38,7,790,24,22,44,59,68,58,20,14,311,950,1295,3195,3471,4147,3188,916,212,17373
10304,287,41,9,1552,0,21,425,681,613,337,57,5,2138,0,8,77,267,270,166,58,20,861,37,30,59,86,84,69,32,17,412,1472,2003,5109,5392,5460,4150,1236,262,25090
10401,177,21,4,700,0,5,87,207,224,165,20,6,718,0,3,39,74,91,81,29,7,319,21,15,33,59,58,58,14,12,269,1010,1125,2320,3176,3984,3599,838,181,16229
10402,344,37,3,1381,0,7,167,424,486,324,57,6,1469,0,3,49,154,187,153,57,4,616,44,45,73,67,118,99,26,12,493,2110,2506,5621,6530,7748,6508,1413,186,32611
10501,113,25,4,541,0,20,229,215,200,112,32,10,823,0,4,48,106,117,72,30,11,378,7,22,34,39,57,52,39,19,268,306,702,2030,1768,2180,1816,640,189,9636
10502,126,15,0,523,0,8,141,153,196,161,21,0,678,0,0,23,43,54,54,10,4,196,11,19,20,35,43,48,15,6,206,402,658,1601,1421,1722,1618,365,64,7862
10503,313,60,16,1506,0,14,237,428,498,357,48,12,1593,8,3,73,149,187,164,60,19,666,41,46,91,104,116,115,66,36,606,1610,2376,5674,5434,6164,5138,1591,413,28401
10601,316,36,3,1956,0,58,959,1308,1074,654,65,8,4128,0,7,249,458,449,247,69,10,1488,51,50,99,100,139,79,26,12,551,2157,2916,6863,7171,7079,4973,1151,219,32521
10602,247,35,3,1319,0,14,265,496,485,307,47,6,1616,0,5,72,201,235,170,50,9,737,31,49,74,81,85,64,19,0,396,1989,2685,5642,5640,5681,3878,819,111,26438
10603,313,37,5,1704,0,13,378,633,665,359,40,5,2096,0,4,70,206,258,167,45,4,749,42,45,68,75,85,69,19,4,401,1729,2408,5374,5596,6060,4320,966,151,26611
10604,142,26,0,904,0,27,509,623,621,280,30,9,2098,4,3,122,219,238,143,25,7,755,16,20,53,62,55,69,9,14,300,761,1180,3135,3160,3281,2302,571,151,14535
10701,437,37,0,2001,0,18,390,799,982,529,40,3,2758,3,6,66,228,318,216,30,3,878,19,42,82,96,98,76,22,8,445,1438,2484,5069,5915,6913,4807,784,85,27505
10702,3,0,0,7,0,0,6,4,4,4,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,26,11,14,11,0,0,63
10703,215,16,3,1000,0,8,132,354,346,224,35,9,1099,5,0,40,138,130,90,26,4,427,33,44,55,72,58,40,20,8,322,2047,2556,4179,4701,4921,3553,738,105,22804
10704,568,75,7,2809,0,14,528,1235,1168,775,109,9,3836,0,8,143,507,579,390,91,5,1736,65,89,114,138,152,115,24,12,717,3205,5879,10672,11230,11316,7686,1480,180,51659
10801,90,18,4,324,0,4,35,107,111,87,23,4,372,0,0,12,31,42,46,13,8,157,25,15,9,41,44,39,10,3,173,623,590,1264,1686,2201,2009,542,85,8994
10802,147,20,3,644,0,7,65,179,183,131,26,4,586,0,4,28,67,77,68,24,3,276,18,20,42,46,60,58,31,8,277,916,1054,2228,2827,3544,3283,858,159,14864
10803,0,0,0,6,0,0,0,5,0,3,3,0,10,0,0,0,0,0,4,0,0,7,0,0,0,3,3,0,0,0,10,6,14,41,52,45,41,15,7,216
10804,250,27,3,1272,0,4,196,434,460,304,45,9,1449,3,3,58,187,225,155,50,0,680,45,35,66,100,111,86,26,19,484,1794,1904,4459,5637,6841,5430,1259,187,27511
10805,189,16,4,632,0,3,69,142,171,164,42,3,585,0,3,17,63,88,83,24,3,293,33,23,28,55,80,65,17,22,322,1036,1190,2492,3006,4147,3711,1007,185,16770
10901,271,40,7,1303,0,9,192,408,511,325,39,10,1491,0,4,41,137,208,175,50,3,632,37,50,74,89,114,88,35,6,491,1900,2600,5497,5526,6229,4899,1213,193,28059
10902,44,6,0,245,0,4,34,82,81,56,15,4,273,0,7,11,22,35,37,21,3,127,12,3,17,20,26,28,14,6,122,215,388,794,950,1234,1152,318,70,5128
10903,127,24,4,544,4,0,71,171,193,162,30,5,646,0,0,18,65,84,81,33,8,290,26,22,43,48,77,88,46,19,365,906,1215,2547,2847,3581,3506,1106,249,15957
11001,162,38,6,719,0,3,77,238,345,263,61,3,990,0,0,18,84,120,116,38,11,390,20,31,42,49,54,50,38,15,301,997,1506,2713,2816,3472,2868,971,227,15561
11002,118,35,9,468,0,7,57,128,150,96,30,8,470,3,5,17,33,58,80,31,7,235,12,24,20,34,60,71,42,29,295,756,960,1978,2441,3020,2790,1075,318,13344
11003,111,37,3,525,0,10,128,181,171,102,28,8,634,3,0,55,112,129,120,24,10,451,25,27,42,35,58,56,40,11,295,552,841,2139,2178,2413,2066,679,160,11022
11004,336,43,5,1623,0,22,401,611,623,389,46,13,2106,6,4,103,207,255,195,52,11,835,69,35,105,95,121,126,54,28,632,2067,2730,6770,6688,7389,6063,1707,363,33764
11101,313,37,10,1686,0,6,249,610,576,366,68,5,1878,3,7,80,278,296,197,53,13,923,72,67,103,103,147,80,23,7,589,3471,4744,8164,8052,8438,5852,1194,151,40066
11102,198,29,4,831,0,17,205,309,314,261,40,7,1149,0,4,78,163,191,155,31,3,612,24,40,49,50,54,49,17,3,292,1037,1598,3331,3596,3934,3260,757,86,17597
11103,1099,120,6,6018,0,49,1461,2786,2741,1672,178,18,8918,4,20,308,1192,1318,920,160,26,3945,90,137,268,269,264,173,61,12,1269,4612,9756,21734,21608,22083,15177,2615,332,97925
11201,277,46,8,1105,0,7,116,368,366,297,78,11,1245,4,7,52,178,228,178,75,18,728,44,38,78,102,110,88,45,11,515,1719,1953,4704,6097,6864,5898,1514,254,28993
11202,302,39,4,1141,0,8,127,329,399,330,60,10,1261,0,3,44,125,193,184,42,14,603,37,34,63,71,86,93,35,17,427,1755,2047,4320,5543,6906,6176,1569,301,28625
11203,275,48,6,1168,0,8,154,304,365,257,44,12,1136,4,4,48,143,189,133,35,12,568,38,49,79,79,120,92,22,8,498,1815,2131,4565,5656,6650,5761,1354,225,28163
11301,164,31,3,877,0,11,151,256,310,201,32,8,977,3,3,33,109,142,137,29,15,471,36,44,77,78,109,85,28,11,467,1283,1811,4202,4094,4750,3759,1062,244,21208
11302,62,8,3,297,0,8,56,104,131,82,11,0,399,0,6,8,31,37,37,9,0,131,10,3,16,18,24,33,9,7,122,300,392,970,1141,1368,1253,385,93,5902
11303,397,68,16,2075,0,10,357,706,677,499,78,13,2343,4,5,80,235,320,268,97,17,1028,61,75,112,122,125,135,51,28,713,2819,4444,8301,7938,8403,6754,1841,389,40886
11401,351,37,7,1615,0,13,209,549,548,383,57,10,1771,7,3,92,169,228,177,54,11,733,52,49,84,93,141,98,39,10,573,2223,2901,6039,6561,7736,6464,1490,204,33614
11402,206,53,9,860,3,3,100,254,348,250,70,16,1046,0,4,22,104,161,149,90,19,545,30,33,37,71,82,56,28,16,346,1328,1498,2889,3228,4134,3341,1277,257,17950
11501,518,107,11,3468,3,29,1057,2026,1560,859,172,4,5705,0,7,282,1188,1192,629,160,19,3483,46,93,169,164,163,97,40,0,785,3411,5560,11830,12955,11708,7607,2145,210,55429
11502,106,27,5,469,0,3,66,146,173,116,40,3,558,0,0,13,76,125,90,30,3,340,11,29,28,33,49,30,10,4,187,824,989,1642,1879,2345,1703,623,128,10127
11503,41,6,0,173,0,0,11,44,46,44,10,8,168,0,0,10,12,33,16,10,0,81,7,7,18,26,27,11,11,0,112,281,366,648,791,965,708,290,63,4114
11504,83,16,3,470,0,6,117,163,153,79,8,3,531,0,3,45,100,70,44,13,4,281,25,27,41,24,42,29,6,0,189,1282,1407,2144,2225,2026,1340,342,49,10804
11601,496,73,4,2548,0,17,519,916,863,544,92,6,2952,7,9,123,386,467,307,78,8,1376,55,84,151,168,143,114,25,10,744,2618,4458,10251,10438,10024,7127,1504,132,46554
11602,163,22,0,849,0,10,153,307,288,161,28,0,954,0,3,37,112,114,51,13,3,337,21,21,39,56,42,21,12,0,212,1223,1533,3179,3458,3074,1827,472,37,14801
11603,459,61,0,2612,4,24,551,1098,1000,571,79,0,3330,7,13,124,417,449,275,64,3,1355,64,94,159,153,159,124,21,4,781,2215,4036,10252,10765,10086,6444,1168,72,45040
11701,634,87,6,4045,0,37,1243,2297,1935,1039,149,10,6710,5,11,416,1554,1612,864,94,11,4574,24,99,203,189,207,134,32,8,904,1515,4921,14401,14752,13847,8162,1562,156,59315
11702,201,54,3,1182,0,6,266,442,456,259,52,4,1483,0,3,63,201,233,130,55,13,693,6,26,73,70,78,42,13,7,325,789,2246,6305,5240,4988,3431,950,109,24057
11703,3619,687,82,38283,16,437,24047,29182,16707,7968,1364,137,79864,16,170,9858,28799,22856,9815,2000,251,73756,171,618,1929,1510,1156,651,210,52,6305,7721,46283,165776,129764,86324,46820,10980,1312,494980
11801,403,152,31,2826,4,44,917,1462,1079,637,245,49,4437,7,21,372,974,1130,731,363,111,3708,33,81,197,152,156,99,58,17,790,2015,6015,14080,10347,8690,6038,2626,556,50369
11802,467,83,12,3063,0,20,800,1298,1154,737,174,21,4200,0,4,146,650,815,570,210,25,2418,27,54,149,133,122,93,33,11,621,1240,3943,10798,9250,8190,6015,1822,237,41500
11901,600,87,13,3122,3,22,608,1210,1157,738,128,15,3876,3,9,123,491,622,375,127,19,1774,55,127,224,194,238,128,44,0,1009,2671,5396,13092,13292,13515,9390,2096,215,59670
11902,182,42,0,1070,0,8,234,399,349,237,60,8,1291,4,4,76,197,231,138,42,11,707,30,52,123,101,122,62,18,5,511,1093,2587,6525,6310,6420,4390,1012,137,28474
11903,273,36,8,1372,0,7,266,459,484,320,82,13,1629,0,4,76,223,261,180,65,16,825,42,51,79,78,81,66,22,8,427,1754,2722,5851,5484,6010,4291,1156,162,27424
11904,330,61,3,1786,0,8,487,766,742,444,84,6,2538,0,7,112,392,506,262,91,19,1384,26,42,127,104,101,64,28,7,489,1223,2890,7838,7318,7148,5068,1414,172,33062
12001,304,61,5,1994,0,12,676,1326,922,506,94,11,3548,0,13,230,887,853,387,102,21,2488,23,59,104,100,89,64,26,8,485,1270,3055,8691,8034,6790,4326,1155,143,33463
12002,190,54,10,1238,0,10,289,595,587,336,91,12,1920,0,9,96,344,399,253,105,7,1211,16,35,77,65,57,34,18,0,302,691,2039,5154,4811,4353,2973,989,139,21143
12003,610,117,17,3086,0,15,752,1326,1398,900,168,20,4571,7,10,184,622,721,472,146,24,2187,34,83,154,143,163,114,34,3,735,2086,4830,12369,11155,11535,8329,2026,293,52624
12101,701,181,26,5319,3,35,2261,3550,2401,1407,299,28,9989,3,15,627,2589,2832,1450,368,57,7947,52,99,269,237,228,136,48,24,1089,2525,7438,21393,18947,15634,10307,2976,412,79642
12102,290,62,3,1503,0,12,307,578,602,407,74,7,1983,0,4,81,259,325,217,66,16,976,30,45,59,68,76,54,17,0,358,1968,2781,5126,5521,5860,4360,1199,164,26979
12103,414,135,23,1890,0,15,357,714,870,608,191,37,2792,0,3,97,449,808,532,215,48,2151,16,54,68,80,104,75,28,17,451,1728,2670,5282,5620,7244,5238,2091,415,30282
12104,614,155,16,5889,0,41,3272,4892,2856,1385,316,41,12808,3,16,1118,4204,4060,1866,460,91,11825,34,87,246,219,178,113,61,13,944,1759,6391,22262,20190,14628,8302,2762,437,76727
12201,106,42,6,659,0,0,155,304,307,179,47,13,1004,0,3,53,249,295,198,77,19,892,8,25,38,47,62,23,15,11,227,789,1459,3117,2818,2767,1936,717,142,13738
12202,210,46,8,1032,0,8,199,395,464,286,97,22,1462,4,3,67,272,364,259,113,28,1111,27,31,70,65,79,69,23,3,368,1467,1948,3727,4220,4732,3557,1293,203,21155
12203,534,104,9,2893,0,20,674,1450,1271,723,170,18,4320,0,12,201,863,1048,550,134,29,2843,44,71,150,143,179,133,45,10,788,3183,4667,10902,11719,11962,8036,2473,390,53333
12301,146,24,0,1018,0,5,200,364,293,165,31,4,1057,3,4,46,145,148,93,14,3,456,44,45,73,59,61,53,9,3,347,1897,2293,4263,4434,4115,2731,573,54,20360
12302,474,65,0,2439,0,16,445,875,848,562,91,5,2841,3,16,100,322,357,245,54,11,1101,63,94,184,156,163,94,35,4,793,3150,4864,10144,10409,10449,7545,1537,127,48221
12303,106,21,0,634,0,20,204,314,262,200,19,0,1008,0,7,90,157,115,87,19,3,479,18,18,19,46,48,29,14,4,197,713,854,1972,2281,2172,1627,394,70,10075
12401,224,43,0,836,0,6,87,233,306,247,48,8,928,0,0,29,91,126,89,30,3,361,35,24,34,54,54,59,20,5,293,1414,1629,2734,3432,4241,3631,1132,143,18364
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,17
12403,487,89,9,2669,0,23,466,921,897,638,112,6,3067,4,17,124,364,429,290,80,12,1319,84,87,172,159,162,114,21,9,809,3889,5118,10210,10211,9893,7437,1645,166,48565
12404,186,21,3,1007,0,11,182,344,423,251,44,6,1267,0,5,26,114,158,90,21,3,420,20,34,66,53,65,46,17,3,305,1208,1749,3367,3470,3834,2727,640,77,17064
12405,200,28,3,964,0,10,133,291,291,202,37,4,961,0,3,37,100,141,84,23,3,385,17,40,71,56,69,51,14,0,307,959,1618,3949,4113,4119,2893,550,65,18256
12501,540,81,6,3633,0,33,979,1900,1566,885,128,6,5493,4,30,244,783,863,529,121,14,2578,36,74,206,153,178,88,25,5,761,1320,4546,14491,13261,11721,7460,1440,118,54362
12502,234,58,0,1198,0,9,267,577,550,337,63,11,1810,0,3,82,274,340,222,32,9,953,13,39,64,51,54,46,9,5,291,761,1586,4189,4498,4604,3323,735,106,19802
12503,468,75,7,2479,0,22,452,964,949,595,93,9,3075,0,10,111,347,412,275,82,10,1239,37,94,176,167,178,115,30,0,802,1749,4229,11462,11554,11427,8135,1698,146,50394
12504,1111,185,3,6679,3,29,1778,3137,2796,1721,255,20,9730,3,15,371,1391,1544,974,213,22,4531,64,151,343,291,274,151,40,13,1318,3087,8463,23794,22257,19634,13387,2927,251,93799
12601,134,34,3,652,0,10,155,271,286,227,49,3,1003,0,0,43,135,168,139,41,7,524,4,18,25,25,24,32,7,3,134,558,1025,2127,2150,2249,1811,553,99,10563
12602,899,170,16,6822,3,41,2738,5267,3608,1720,274,22,13665,0,12,815,3494,3504,1600,231,44,9703,61,130,253,250,253,158,42,11,1158,2883,7491,21830,23273,19169,11474,2591,329,89040
12701,130,13,0,868,0,3,161,299,263,147,21,0,895,0,3,24,83,122,63,11,0,310,10,27,53,66,59,45,14,0,271,1032,1625,3517,3564,3513,2176,485,64,15978
12702,489,100,7,2576,0,17,441,810,818,528,103,5,2721,3,4,90,265,394,291,82,8,1137,53,116,167,177,196,147,33,4,891,2533,5083,11548,11329,11878,8330,1757,158,52616
12703,478,75,6,3098,0,28,831,1237,964,600,101,9,3773,7,9,175,490,570,344,96,26,1719,56,113,204,200,173,126,33,3,906,2824,5725,13133,12760,11739,7964,1558,171,55883
12801,385,77,10,1863,0,9,361,793,727,471,123,10,2501,4,8,138,420,478,303,125,21,1498,54,80,131,114,125,103,32,6,651,3238,4696,8140,8045,7971,5995,1739,246,40078
12802,300,59,9,1487,0,8,246,561,564,381,82,8,1847,7,3,66,214,275,178,59,4,795,33,61,64,81,83,58,18,7,412,2197,2569,4733,5350,5737,4445,1156,110,26306
19797,0,0,0,4,0,0,3,4,3,0,0,0,11,0,0,3,5,4,3,0,0,16,0,0,0,0,0,0,0,0,0,3,10,17,17,24,12,3,0,86
19999,809,155,3,5734,6,126,1511,2096,1788,912,192,19,6656,9,32,447,885,904,477,154,26,2935,122,267,560,603,663,510,140,48,2919,6211,13764,29922,30661,32366,23838,5925,690,143365
20101,423,40,4,2089,0,10,351,609,748,516,67,8,2308,3,15,85,324,372,257,54,8,1111,66,72,98,155,166,110,30,11,715,2910,4824,9254,9513,10020,7486,1534,189,45726
20102,51,17,0,211,0,0,29,59,73,58,8,0,228,0,4,7,23,31,37,18,3,126,4,16,16,21,25,28,11,9,134,363,546,1056,1388,1735,1527,574,125,7308
20103,45,13,3,194,0,0,21,57,65,43,13,0,200,0,0,8,17,26,28,8,3,86,9,7,15,24,33,25,15,8,135,392,487,953,1239,1657,1514,480,107,6828
20201,333,53,3,1801,0,17,308,590,681,392,60,7,2053,9,11,77,265,290,220,52,9,929,60,86,112,85,130,128,34,13,645,2757,4279,8400,8275,8909,6879,1359,175,41022
20202,108,22,8,493,0,3,71,164,176,124,30,5,581,3,3,16,71,101,73,26,6,296,26,27,43,44,65,57,28,10,301,789,1342,2509,2881,3712,3121,913,209,15469
20203,33,6,0,157,0,3,54,87,67,35,5,0,257,0,0,7,21,24,14,3,4,70,4,6,10,8,15,26,14,4,90,161,227,568,716,914,907,325,91,3908
20301,26,0,3,117,0,0,22,31,46,31,10,0,136,0,0,10,16,36,31,16,5,106,6,5,6,6,17,12,11,6,72,196,304,624,782,866,675,342,69,3849
20302,753,102,9,4328,3,16,892,1673,1592,987,137,10,5314,7,28,214,765,829,530,134,33,2531,121,157,239,292,330,234,63,23,1456,5037,8591,18430,18624,18893,13794,2761,333,86473
20303,130,29,8,666,0,0,71,194,202,155,47,5,680,4,0,30,116,134,90,43,5,434,34,19,37,49,57,60,25,4,291,1389,1664,2993,3460,3648,2962,912,124,17142
20401,181,47,11,807,0,3,90,189,248,182,58,17,786,0,6,31,69,95,77,53,21,345,42,35,53,72,95,82,45,13,432,1188,1693,3232,3482,4312,4020,1372,306,19606
20402,194,34,11,739,0,3,70,154,280,219,28,5,761,3,6,37,78,102,103,29,11,371,37,22,39,51,62,87,25,13,338,1143,1376,2870,3559,4565,4111,1117,261,19002
20403,283,50,3,1341,0,7,167,398,417,257,44,5,1290,0,7,43,133,183,119,38,3,523,55,51,92,103,96,99,50,16,553,1984,2821,5514,5836,6597,5483,1437,246,29917
20501,142,30,3,618,0,4,83,165,186,134,24,6,600,0,4,34,69,81,99,27,15,330,42,31,50,60,75,65,41,9,374,1114,1470,2812,2928,3522,2917,885,211,15866
20502,124,31,0,477,0,0,44,108,182,138,25,4,498,3,3,23,48,65,71,24,9,234,20,28,34,33,67,82,48,17,323,909,1096,2443,2780,3688,3509,1078,236,15735
20503,167,35,0,751,0,0,92,233,266,175,46,8,824,3,11,42,92,145,93,45,11,431,43,35,60,67,81,112,50,19,465,1307,1410,3265,3862,4954,4456,1432,325,21010
20504,403,52,3,1694,0,36,366,580,815,644,70,0,2508,8,13,107,217,452,325,49,4,1174,38,64,83,82,136,123,27,10,551,1779,2804,6130,6096,6933,5516,1134,174,30561
20505,155,24,3,783,3,9,234,281,307,218,31,5,1092,3,13,122,184,229,160,28,6,739,24,29,47,54,75,74,31,6,344,986,1358,3240,3221,3735,3381,915,182,17024
20601,192,27,3,984,0,3,172,330,335,206,42,7,1094,3,8,66,183,206,121,46,7,646,15,38,95,75,81,57,27,6,388,862,2435,6417,5265,4896,3316,870,124,24175
20602,145,21,0,640,0,5,121,232,202,130,29,6,725,0,3,41,141,139,91,27,4,442,13,17,52,50,55,36,6,0,228,527,1389,3580,3148,3010,2052,480,71,14254
