SA4_CODE_2016,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
101,18,14,3,0,4,0,0,41,0,3,0,0,3,0,0,7,5,7,5,4,14,0,0,33,26,16,9,9,13,0,0,76,133,453,916,1287,1571,1159,391,5911,1636,1268,1190,1423,1601,552,72,7738,205,128,153,159,158,86,52,938,10815,12254,13603,16912,14340,4399,910,73243
102,33,29,17,25,18,8,0,136,10,8,3,0,4,0,0,26,4,3,6,6,0,0,0,20,49,36,28,35,22,6,0,176,175,728,1632,1652,1389,674,117,6364,2988,2197,1966,2001,2018,564,71,11794,234,169,188,239,160,84,42,1121,17531,19123,21425,24111,18085,4010,445,104732
103,0,0,4,5,0,0,0,11,3,3,0,0,0,0,0,11,3,5,7,12,8,9,0,46,11,9,8,17,11,7,0,73,138,531,984,1241,1488,1171,435,5984,1719,1777,1432,1475,1452,515,90,8461,236,146,164,192,154,104,73,1066,11866,15658,16658,18512,14820,4586,1097,83199
104,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,3,4,7,0,3,0,0,14,3,4,11,3,3,0,0,22,50,241,588,725,858,434,136,3028,1049,846,820,931,1137,278,23,5089,128,77,86,112,87,46,40,564,6753,7943,9706,11729,10103,2243,363,48844
105,0,3,7,0,0,0,0,10,0,0,0,3,0,0,0,5,0,6,4,13,3,15,0,39,3,7,8,16,4,15,0,52,109,324,494,744,893,549,255,3372,742,1030,684,704,773,248,49,4226,117,93,90,114,117,59,53,637,6064,9307,8623,10064,8572,2593,666,45892
106,6,6,0,4,3,0,0,27,6,0,0,0,0,0,0,7,0,4,9,4,4,0,0,20,13,19,6,13,6,0,0,59,136,561,911,1123,1116,751,232,4837,2485,2522,2252,2017,1826,440,61,11603,203,164,176,220,159,60,52,1030,15821,21012,21564,22098,15463,3514,628,100101
107,29,23,19,13,4,3,0,96,3,8,4,5,3,0,0,20,3,8,6,8,0,0,0,23,39,31,32,29,7,6,0,146,127,583,1109,1051,826,427,76,4196,2887,2276,2032,1888,1779,427,51,11344,219,144,141,184,116,62,44,914,17612,19950,21860,23160,16060,3005,378,102028
108,0,5,0,3,0,0,0,9,0,0,0,3,0,0,0,3,3,5,7,0,0,0,0,21,5,5,11,9,3,0,0,35,101,318,730,1017,1144,834,248,4396,1597,1189,1174,1400,1599,459,60,7475,199,111,152,199,179,86,69,989,9123,10477,13213,16771,14471,3677,628,68360
109,0,0,0,5,0,0,0,9,3,0,0,0,0,0,0,3,0,3,0,9,9,0,0,19,3,6,4,10,9,0,0,26,95,298,568,760,925,523,190,3348,1120,955,771,859,932,324,52,5009,127,73,97,101,102,69,31,600,7232,8840,9329,11044,9561,2634,514,49146
110,0,4,4,4,0,0,0,10,0,0,3,3,0,0,0,3,3,5,3,4,9,6,0,30,3,9,8,9,9,6,0,46,173,495,960,1337,1634,1278,449,6330,1463,1334,1082,1121,1243,448,84,6777,202,136,160,172,176,110,68,1028,10405,13595,14114,16291,13787,4435,1070,73688
111,23,61,55,49,26,5,0,213,11,20,3,13,9,0,0,55,9,13,10,10,6,0,0,45,42,89,65,68,40,5,3,312,205,811,1445,1435,1194,535,114,5739,4198,3740,3073,2793,2693,684,92,17262,271,220,203,238,162,85,43,1234,25214,33228,33257,34452,24297,4571,570,155588
112,4,3,4,8,4,0,0,18,0,0,0,3,0,0,0,13,3,4,3,9,5,0,0,26,11,8,6,19,11,0,0,54,126,629,1535,1742,1873,987,321,7210,1824,1430,1445,1536,1866,554,57,8714,199,143,233,228,190,85,87,1161,11418,13582,17296,20424,17843,4445,779,85780
113,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,7,3,3,8,3,3,3,0,30,5,7,14,10,6,3,0,42,166,381,675,926,1031,740,278,4207,1309,1243,1001,929,984,368,43,5875,196,144,103,158,144,88,64,891,11040,13479,13177,14517,11773,3288,725,67996
114,9,3,4,5,0,0,0,26,0,0,0,0,0,0,0,3,0,4,0,3,3,0,0,12,6,8,6,5,3,0,0,34,58,307,689,858,955,647,189,3701,1371,949,863,1004,1046,389,52,5684,127,97,86,118,120,57,38,640,7940,8919,9796,11869,9803,2769,463,51563
115,38,57,29,21,9,3,0,154,10,3,3,3,0,0,0,25,3,0,3,3,0,0,0,12,48,66,38,26,10,5,0,188,215,642,1680,1845,1479,764,171,6791,2293,1167,1122,839,863,379,38,6692,123,140,132,110,94,45,22,657,14114,16257,17840,17049,11353,3405,449,80475
116,79,80,44,36,18,12,0,265,3,9,0,0,0,0,0,15,6,6,3,7,4,0,0,20,92,94,46,38,22,12,0,303,110,662,1057,829,564,194,22,3438,2013,1703,1447,1131,979,317,36,7617,230,258,193,221,144,52,17,1121,16082,23683,24665,23181,15398,3148,239,106400
117,1067,2151,1602,1012,650,122,11,6615,40,144,136,101,40,8,4,470,9,40,65,55,18,3,0,192,1119,2341,1801,1169,709,130,15,7276,357,2704,4169,3011,1719,705,122,12788,6429,11287,9922,5603,4403,1484,221,39356,826,1390,937,747,535,220,113,4770,63468,186484,149753,105160,58405,13494,1572,578345
118,165,292,176,145,110,26,0,917,18,27,9,6,11,3,0,72,3,4,6,0,0,0,0,15,188,317,186,156,123,32,0,999,220,929,1834,1827,1323,805,233,7175,1945,2037,1514,951,936,509,83,7963,169,238,135,138,95,45,28,852,13205,24882,19601,16880,12055,4453,787,91871
119,121,157,114,97,61,8,0,565,3,11,4,3,4,0,0,28,3,10,10,7,0,0,0,33,130,182,133,105,64,8,0,624,251,1070,1790,1613,1229,472,115,6537,2727,2496,2116,1696,1644,662,88,11433,299,391,295,295,208,88,22,1597,20331,33305,32405,33094,23140,5676,687,148635
120,150,238,122,126,86,15,3,743,11,13,3,14,3,0,0,41,0,4,9,10,4,0,0,30,162,252,136,144,93,20,3,812,126,734,1591,1680,1196,577,125,6030,1912,1907,1632,1272,1214,477,68,8481,208,254,168,169,112,53,27,990,13978,26214,23998,22670,15630,4167,570,107232
121,341,513,403,263,169,40,7,1727,11,25,35,16,5,8,0,100,6,9,11,12,9,0,0,50,354,543,451,294,184,47,7,1879,300,1328,3273,3682,2718,1707,462,13467,4212,3763,3245,2269,2126,1040,187,16842,321,402,335,263,206,107,59,1686,27263,54063,50279,43372,28205,9028,1425,213633
122,64,122,54,38,27,4,0,309,18,15,15,17,0,0,0,59,3,0,9,13,9,3,0,32,80,141,76,65,37,8,0,402,172,736,2180,2369,1610,945,245,8255,2187,1368,1295,1112,1080,532,93,7669,149,151,129,162,117,49,23,781,13520,17750,18755,19463,13520,4486,738,88233
123,41,28,27,19,9,4,0,129,6,3,5,3,0,0,0,15,0,4,3,3,0,0,0,11,48,33,32,23,12,4,0,161,116,560,916,824,695,248,52,3407,1962,1464,1203,1079,1045,293,43,7090,183,158,184,147,92,37,17,808,13771,16373,17128,16742,11901,2498,244,78655
124,62,36,29,37,28,3,0,196,0,0,0,0,0,0,0,3,4,7,0,6,0,0,0,13,69,41,30,40,24,3,0,218,173,731,1290,1339,1122,573,95,5321,2701,1986,1620,1550,1577,473,58,9963,189,180,154,186,124,67,24,916,17584,20265,21227,22087,16683,3963,446,102264
125,277,350,260,199,144,28,0,1265,9,9,5,11,3,0,0,49,7,9,12,5,0,3,0,37,292,377,283,213,155,37,0,1353,195,1139,1728,1323,939,345,69,5742,2960,3811,3061,2380,2227,717,73,15233,417,554,393,349,268,83,43,2123,25745,53933,51570,47384,32297,6806,616,218360
126,129,191,157,146,80,3,0,708,7,16,12,4,7,0,0,43,0,0,9,13,7,0,0,33,128,212,175,162,95,7,0,782,136,629,1331,1234,885,379,116,4703,1799,1657,1491,946,938,359,61,7260,135,178,134,127,95,41,23,736,11957,23957,25422,21419,13285,3142,425,99607
127,96,63,39,49,26,4,0,271,8,3,6,5,3,0,0,21,0,6,3,4,3,0,0,19,104,72,45,52,27,3,0,308,198,787,1141,1111,784,287,40,4353,2204,1925,1526,1312,1137,343,42,8482,332,302,286,288,200,73,25,1497,18819,28201,27657,27130,18467,3803,394,124482
128,66,58,23,9,9,3,0,168,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,15,69,63,28,10,14,5,0,191,104,488,1173,1118,897,495,88,4370,2279,1192,1044,859,980,365,51,6764,112,95,110,106,64,33,25,540,12703,12878,13395,13706,10444,2904,356,66381
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,7,3,0,0,21,0,0,0,0,0,0,0,3,10,17,17,24,12,3,0,86
199,142,116,93,72,45,12,4,490,5,13,7,7,0,0,0,33,8,15,7,9,10,0,0,54,161,146,107,92,60,15,3,580,125,447,613,589,453,160,44,2428,1987,2247,2255,2503,2559,972,136,12665,343,374,313,374,282,132,84,1902,19974,29922,30661,32366,23838,5925,690,143365
201,5,6,7,7,6,0,0,26,4,0,0,0,0,0,0,9,0,5,0,3,3,0,0,12,11,13,15,7,12,0,0,55,74,350,644,828,838,546,113,3398,1648,1437,1265,1159,1186,374,55,7119,167,97,99,140,107,59,36,699,9517,11262,12144,13413,10520,2586,425,59866
202,6,10,10,5,10,0,0,38,6,4,0,0,0,0,0,9,0,4,7,0,3,0,0,11,11,15,12,8,13,0,0,59,78,294,681,801,928,524,163,3460,1740,1329,1197,1200,1195,394,52,7115,146,69,89,121,100,51,32,607,9551,11478,11868,13528,10907,2594,472,60402
203,27,26,16,17,16,0,0,95,11,9,5,3,3,0,0,27,6,3,7,8,4,0,0,20,36,38,20,25,21,3,0,147,140,639,1284,1283,1137,652,141,5284,3202,2377,2291,1868,1899,572,82,12293,220,183,177,201,152,62,39,1037,17174,22041,22866,23410,17428,4017,525,107466
204,0,3,3,3,3,0,0,16,3,0,0,0,4,0,0,9,3,3,4,0,3,0,0,14,3,6,11,3,13,4,0,38,110,376,736,965,1343,1025,357,4903,1613,1292,1207,1340,1542,537,83,7607,187,125,123,148,162,96,54,897,10207,11615,12873,15476,13610,3929,812,68527
205,11,9,8,6,9,3,0,39,4,0,0,0,0,0,0,5,4,3,3,9,0,0,0,30,19,9,10,19,14,3,0,79,155,644,1075,1430,1791,1314,455,6864,2517,2250,1980,2280,2441,723,124,12297,289,163,203,240,294,129,82,1394,14241,17891,18883,22828,19778,5449,1124,100188
206,1968,4736,3625,2290,1334,236,24,14215,37,107,77,49,36,11,0,323,44,154,95,79,45,18,0,432,2052,5001,3795,2421,1416,263,23,14973,610,4035,6248,4856,3077,1474,293,20593,10484,16505,13359,7202,5706,2164,296,55713,991,1499,995,915,617,262,152,5428,76803,217874,173610,126332,72352,17296,2205,686467
207,212,300,151,93,63,25,6,852,18,8,6,10,3,3,0,55,11,12,13,6,10,0,0,54,243,326,172,103,83,28,6,954,247,906,2018,2437,1927,1160,286,8976,3698,2870,2395,1965,1813,777,133,13650,205,236,179,197,125,76,38,1055,20523,33763,29508,30186,21114,6317,916,142323
208,206,287,124,74,73,11,0,786,15,6,3,3,3,0,0,28,16,14,9,7,5,4,0,51,237,312,137,88,83,14,0,870,230,1020,2363,2788,2195,1141,250,9990,4359,2682,2310,1894,1814,765,124,13949,207,253,190,190,174,99,45,1169,23755,32883,31165,33391,23372,7016,980,152571
209,83,120,71,45,37,11,0,369,11,17,11,3,4,0,0,42,6,13,5,0,0,0,0,30,98,150,84,52,47,11,0,440,201,1032,2029,1880,1560,683,129,7514,3890,2940,2598,2108,1926,630,74,14167,290,289,261,279,197,70,27,1407,22342,31879,30351,31081,21830,5113,598,143201
210,89,115,65,31,32,8,0,334,8,5,4,4,0,0,0,33,4,10,6,11,0,0,0,39,103,131,79,45,34,5,0,404,162,793,1301,1122,804,358,65,4623,2614,2529,2327,1967,1579,415,49,11478,307,363,254,312,193,63,29,1525,18943,32341,31578,31699,19630,3816,416,138428
211,123,107,56,57,18,0,3,363,17,7,11,3,0,0,0,35,10,9,6,6,10,0,0,38,147,123,68,65,22,3,3,438,208,1109,2507,2616,2220,1140,223,10032,5094,2952,2751,2571,2478,972,119,16946,308,259,230,266,224,97,53,1437,28350,33453,35184,39363,28406,7456,936,173162
212,222,344,174,110,60,16,0,930,18,16,7,5,3,0,0,52,3,20,15,10,6,0,0,57,251,373,198,126,73,16,0,1036,356,1749,3086,2864,2085,946,262,11331,5801,5089,4457,3547,3243,1070,128,23335,521,560,498,514,330,175,100,2692,40029,68218,67963,67672,44218,9888,1182,299165
213,196,211,115,85,61,9,0,686,19,7,3,8,0,0,0,46,11,13,7,15,0,0,0,48,230,235,131,109,64,9,0,777,286,1660,2848,2145,1344,402,44,8728,4831,4122,3503,2754,2345,613,55,18226,419,558,492,453,281,100,43,2344,32065,52232,50808,47129,30141,5599,480,218458
214,15,31,11,8,9,7,0,78,10,3,0,0,0,0,0,14,3,3,4,8,3,0,0,12,31,35,16,15,14,4,0,107,147,635,1427,1545,1319,784,147,6002,2752,1771,1737,1554,1615,624,84,10140,183,150,141,174,162,80,42,930,15927,17157,18452,20766,15195,4322,575,92394
215,0,3,0,0,0,3,0,8,0,0,0,3,0,0,0,3,5,4,6,8,4,0,0,39,5,5,9,12,10,3,0,45,138,398,740,1113,1291,827,282,4778,1361,1108,902,1047,1196,453,83,6145,149,133,112,171,146,87,65,863,8786,10849,11203,13972,12275,3507,805,61396
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,11,0,3,3,3,3,0,0,14,115,334,569,865,904,505,186,3481,1327,1035,956,984,1069,275,44,5687,175,104,116,139,118,63,45,766,8011,9663,10419,12439,10115,2625,542,53808
217,0,3,0,0,4,0,0,10,0,0,0,0,0,0,0,3,4,0,3,3,3,0,0,16,9,4,3,5,8,0,0,23,119,367,773,1062,1295,854,301,4778,1372,1026,921,1040,1218,364,61,5995,143,85,108,144,110,74,54,712,7859,8818,9996,12501,10432,3027,701,53330
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,7,12,11,0,0,37,0,0,0,0,0,0,0,0,5,26,39,57,28,3,0,157
