SA3_NAME16	YearOfArrival.max	workers_born_overseas
Port Phillip	2016	844
Port Phillip		716
Stonnington - West	1991	3110
Stonnington - West	1995	731
Stonnington - West	2000	987
Stonnington - West	2005	1276
Stonnington - West	2010	2571
Stonnington - West	2015	3287
Stonnington - West	2016	347
Stonnington - West		299
Yarra	1991	7801
Yarra	1995	1805
Yarra	2000	2302
Yarra	2005	3518
Yarra	2010	5894
Yarra	2015	6883
Yarra	2016	669
Yarra		622
Boroondara	1991	7624
Boroondara	1995	1568
Boroondara	2000	2245
Boroondara	2005	2977
Boroondara	2010	4605
Boroondara	2015	4959
Boroondara	2016	405
Boroondara		481
Manningham - West	1991	2881
Manningham - West	1995	613
Manningham - West	2000	773
Manningham - West	2005	1084
Manningham - West	2010	1740
Manningham - West	2015	1504
Manningham - West	2016	99
Manningham - West		162
Whitehorse - West	1991	5438
Whitehorse - West	1995	1341
Whitehorse - West	2000	1743
Whitehorse - West	2005	2526
Whitehorse - West	2010	3993
Whitehorse - West	2015	3424
Whitehorse - West	2016	258
Whitehorse - West		287
Bayside	1991	3190
Bayside	1995	696
Bayside	2000	866
Bayside	2005	1066
Bayside	2010	1885
Bayside	2015	1720
Bayside	2016	129
Bayside		175
Glen Eira	1991	5063
Glen Eira	1995	1192
Glen Eira	2000	1418
Glen Eira	2005	1695
Glen Eira	2010	3061
Glen Eira	2015	2918
Glen Eira	2016	218
Glen Eira		276
Kingston	1991	7986
Kingston	1995	1821
Kingston	2000	2087
Kingston	2005	2707
Kingston	2010	4293
Kingston	2015	3490
Kingston	2016	225
Kingston		423
Stonnington - East	1991	2017
Stonnington - East	1995	477
Stonnington - East	2000	635
Stonnington - East	2005	889
Stonnington - East	2010	1494
Stonnington - East	2015	1495
Stonnington - East	2016	118
Stonnington - East		149
Banyule	1991	4230
Banyule	1995	822
Banyule	2000	924
Banyule	2005	1189
Banyule	2010	2050
Banyule	2015	1553
Banyule	2016	94
Banyule		238
Darebin - North	1991	4101
Darebin - North	1995	833
Darebin - North	2000	953
Darebin - North	2005	1254
Darebin - North	2010	2396
Darebin - North	2015	2147
Darebin - North	2016	178
Darebin - North		267
Nillumbik - Kinglake	1991	1164
Nillumbik - Kinglake	1995	175
Nillumbik - Kinglake	2000	189
Nillumbik - Kinglake	2005	305
Nillumbik - Kinglake	2010	412
Nillumbik - Kinglake	2015	312
Nillumbik - Kinglake	2016	23
Nillumbik - Kinglake		36
Whittlesea - Wallan	1991	5981
Whittlesea - Wallan	1995	1421
Whittlesea - Wallan	2000	1558
Whittlesea - Wallan	2005	2071
Whittlesea - Wallan	2010	4186
Whittlesea - Wallan	2015	3127
Whittlesea - Wallan	2016	170
Whittlesea - Wallan		386
Keilor	1991	3809
Keilor	1995	727
Keilor	2000	786
Keilor	2005	949
Keilor	2010	1952
Keilor	2015	1493
Keilor	2016	109
Keilor		266
Macedon Ranges	1991	500
Macedon Ranges	1995	45
Macedon Ranges	2000	91
Macedon Ranges	2005	109
Macedon Ranges	2010	151
Macedon Ranges	2015	86
Macedon Ranges	2016	7
Macedon Ranges		28
Moreland - North	1991	1858
Moreland - North	1995	392
Moreland - North	2000	500
Moreland - North	2005	549
Moreland - North	2010	1284
Moreland - North	2015	1049
Moreland - North	2016	48
Moreland - North		117
Sunbury	1991	650
Sunbury	1995	92
Sunbury	2000	129
Sunbury	2005	144
Sunbury	2010	203
Sunbury	2015	183
Sunbury	2016	7
Sunbury		44
Tullamarine - Broadmeadows	1991	9503
Tullamarine - Broadmeadows	1995	2387
Tullamarine - Broadmeadows	2000	2561
Tullamarine - Broadmeadows	2005	3233
Tullamarine - Broadmeadows	2010	6271
Tullamarine - Broadmeadows	2015	4806
Tullamarine - Broadmeadows	2016	296
Tullamarine - Broadmeadows		619
Knox	1991	7861
Knox	1995	1421
Knox	2000	1717
Knox	2005	2467
Knox	2010	3780
Knox	2015	2915
Knox	2016	171
Knox		355
Manningham - East	1991	530
Manningham - East	1995	94
Manningham - East	2000	107
Manningham - East	2005	122
Manningham - East	2010	189
Manningham - East	2015	163
Manningham - East	2016	13
Manningham - East		11
Maroondah	1991	4209
Maroondah	1995	764
Maroondah	2000	861
Maroondah	2005	1217
Maroondah	2010	2136
Maroondah	2015	1612
Maroondah	2016	110
Maroondah		206
Whitehorse - East	1991	2608
Whitehorse - East	1995	542
Whitehorse - East	2000	750
Whitehorse - East	2005	1005
Whitehorse - East	2010	1544
Whitehorse - East	2015	1304
Whitehorse - East	2016	88
Whitehorse - East		116
Yarra Ranges	1991	3716
Yarra Ranges	1995	453
Yarra Ranges	2000	593
Yarra Ranges	2005	738
Yarra Ranges	2010	1140
Yarra Ranges	2015	839
Yarra Ranges	2016	51
Yarra Ranges		195
Cardinia	1991	1886
Cardinia	1995	273
Cardinia	2000	407
Cardinia	2005	536
Cardinia	2010	1007
Cardinia	2015	642
Cardinia	2016	36
Cardinia		127
Casey - North	1991	4468
Casey - North	1995	1076
Casey - North	2000	1371
Casey - North	2005	1791
Casey - North	2010	2728
Casey - North	2015	1759
Casey - North	2016	90
Casey - North		266
Casey - South	1991	2353
Casey - South	1995	555
Casey - South	2000	851
Casey - South	2005	1268
Casey - South	2010	2255
Casey - South	2015	1361
Casey - South	2016	73
Casey - South		169
Dandenong	1991	16272
Dandenong	1995	4368
Dandenong	2000	4619
Dandenong	2005	5915
Dandenong	2010	9939
Dandenong	2015	7342
Dandenong	2016	413
Dandenong		897
Monash	1991	13567
Monash	1995	3376
Monash	2000	3950
Monash	2005	5626
Monash	2010	8888
Monash	2015	7544
Monash	2016	545
Monash		714
Brimbank	1991	7846
Brimbank	1995	2069
Brimbank	2000	1931
Brimbank	2005	2559
Brimbank	2010	4861
Brimbank	2015	3792
Brimbank	2016	211
Brimbank		511
Hobsons Bay	1991	4543
Hobsons Bay	1995	980
Hobsons Bay	2000	963
Hobsons Bay	2005	1302
Hobsons Bay	2010	2325
Hobsons Bay	2015	1786
Hobsons Bay	2016	100
Hobsons Bay		263
Maribyrnong	1991	5150
Maribyrnong	1995	1177
Maribyrnong	2000	1304
Maribyrnong	2005	1681
Maribyrnong	2010	2997
Maribyrnong	2015	2612
Maribyrnong	2016	189
Maribyrnong		337
Melton - Bacchus Marsh	1991	2815
Melton - Bacchus Marsh	1995	560
Melton - Bacchus Marsh	2000	783
Melton - Bacchus Marsh	2005	1065
Melton - Bacchus Marsh	2010	1823
Melton - Bacchus Marsh	2015	1254
Melton - Bacchus Marsh	2016	58
Melton - Bacchus Marsh		169
Wyndham	1991	6504
Wyndham	1995	1702
Wyndham	2000	2150
Wyndham	2005	3490
Wyndham	2010	6845
Wyndham	2015	4554
Wyndham	2016	257
Wyndham		461
Frankston	1991	4530
Frankston	1995	719
Frankston	2000	961
Frankston	2005	1276
Frankston	2010	2177
Frankston	2015	1488
Frankston	2016	62
Frankston		229
Mornington Peninsula	1991	4361
Mornington Peninsula	1995	511
Mornington Peninsula	2000	790
Mornington Peninsula	2005	998
Mornington Peninsula	2010	1522
Mornington Peninsula	2015	1089
Mornington Peninsula	2016	62
Mornington Peninsula		251
Grampians	1991	643
Grampians	1995	76
Grampians	2000	98
Grampians	2005	167
Grampians	2010	457
Grampians	2015	357
Grampians	2016	26
Grampians		67
Mildura	1991	712
Mildura	1995	90
Mildura	2000	160
Mildura	2005	193
Mildura	2010	399
Mildura	2015	453
Mildura	2016	77
Mildura		128
Murray River - Swan Hill	1991	383
Murray River - Swan Hill	1995	64
Murray River - Swan Hill	2000	123
Murray River - Swan Hill	2005	131
Murray River - Swan Hill	2010	326
Murray River - Swan Hill	2015	352
Murray River - Swan Hill	2016	44
Murray River - Swan Hill		71
Campaspe	1991	445
Campaspe	1995	51
Campaspe	2000	90
Campaspe	2005	103
Campaspe	2010	206
Campaspe	2015	220
Campaspe	2016	16
Campaspe		49
Moira	1991	350
Moira	1995	38
Moira	2000	86
Moira	2005	110
Moira	2010	251
Moira	2015	230
Moira	2016	37
Moira		36
Shepparton	1991	1025
Shepparton	1995	191
Shepparton	2000	270
Shepparton	2005	431
Shepparton	2010	982
Shepparton	2015	784
Shepparton	2016	59
Shepparton		129
Glenelg - Southern Grampians	1991	506
Glenelg - Southern Grampians	1995	52
Glenelg - Southern Grampians	2000	85
Glenelg - Southern Grampians	2005	111
Glenelg - Southern Grampians	2010	199
Glenelg - Southern Grampians	2015	169
Glenelg - Southern Grampians	2016	17
Glenelg - Southern Grampians		35
Colac - Corangamite	1991	500
Colac - Corangamite	1995	52
Colac - Corangamite	2000	139
Colac - Corangamite	2005	179
Colac - Corangamite	2010	242
Colac - Corangamite	2015	254
Colac - Corangamite	2016	20
Colac - Corangamite		52
Warrnambool	1991	590
Warrnambool	1995	90
Warrnambool	2000	176
Warrnambool	2005	219
Warrnambool	2010	360
Warrnambool	2015	437
Warrnambool	2016	106
Warrnambool		99
Migratory - Offshore - Shipping (Vic.)	1991	12
No usual address (Vic.)	1991	11133
No usual address (Vic.)	1995	1948
No usual address (Vic.)	2000	2567
No usual address (Vic.)	2005	2847
No usual address (Vic.)	2010	4861
No usual address (Vic.)	2015	4373
No usual address (Vic.)	2016	457
No usual address (Vic.)		950
Capalaba	1991	1772
Capalaba	1995	317
Capalaba	2000	504
Capalaba	2005	693
Capalaba	2010	957
Capalaba	2015	643
Capalaba	2016	47
Capalaba		97
Cleveland - Stradbroke	1991	2114
Cleveland - Stradbroke	1995	384
Cleveland - Stradbroke	2000	732
Cleveland - Stradbroke	2005	1027
Cleveland - Stradbroke	2010	1436
Cleveland - Stradbroke	2015	887
Cleveland - Stradbroke	2016	50
Cleveland - Stradbroke		111
Wynnum - Manly	1991	3339
Wynnum - Manly	1995	793
Wynnum - Manly	2000	1220
Wynnum - Manly	2005	1687
Wynnum - Manly	2010	2862
Wynnum - Manly	2015	2145
Wynnum - Manly	2016	118
Wynnum - Manly		276
Bald Hills - Everton Park	1991	687
Bald Hills - Everton Park	1995	110
Bald Hills - Everton Park	2000	208
Bald Hills - Everton Park	2005	300
Bald Hills - Everton Park	2010	337
Bald Hills - Everton Park	2015	280
Bald Hills - Everton Park	2016	13
Bald Hills - Everton Park		48
Chermside	1991	2963
Chermside	1995	663
Chermside	2000	995
Chermside	2005	1224
Chermside	2010	2268
Chermside	2015	1499
Chermside	2016	111
Chermside		192
Nundah	1991	5201
Nundah	1995	1234
Nundah	2000	1782
Nundah	2005	2241
Nundah	2010	4120
Nundah	2015	2894
Nundah	2016	185
Nundah		366
Sandgate	1991	902
Sandgate	1995	154
Sandgate	2000	294
Sandgate	2005	347
Sandgate	2010	710
Sandgate	2015	460
Sandgate	2016	35
Sandgate		70
Carindale	1991	1269
Carindale	1995	317
Carindale	2000	461
Carindale	2005	586
Carindale	2010	1007
Carindale	2015	876
Carindale	2016	56
Carindale		98
Holland Park - Yeronga	1991	3563
Holland Park - Yeronga	1995	952
Holland Park - Yeronga	2000	1179
Holland Park - Yeronga	2005	1687
Holland Park - Yeronga	2010	2934
Holland Park - Yeronga	2015	2098
Holland Park - Yeronga	2016	157
Holland Park - Yeronga		231
Mt Gravatt	1991	3323
Mt Gravatt	1995	916
Mt Gravatt	2000	1299
Mt Gravatt	2005	1643
Mt Gravatt	2010	2585
Mt Gravatt	2015	2020
Mt Gravatt	2016	129
Mt Gravatt		227
Nathan	1991	2156
Nathan	1995	634
Nathan	2000	832
Nathan	2005	1140
Nathan	2010	1847
Nathan	2015	1503
Nathan	2016	89
Nathan		141
Rocklea - Acacia Ridge	1991	4147
Rocklea - Acacia Ridge	1995	1021
Rocklea - Acacia Ridge	2000	1557
Rocklea - Acacia Ridge	2005	1760
Rocklea - Acacia Ridge	2010	2930
Rocklea - Acacia Ridge	2015	2053
Rocklea - Acacia Ridge	2016	116
Rocklea - Acacia Ridge		308
Sunnybank	1991	999
Sunnybank	1995	363
Sunnybank	2000	543
Sunnybank	2005	632
Sunnybank	2010	925
Sunnybank	2015	839
Sunnybank	2016	53
Sunnybank		91
Centenary	1991	924
Centenary	1995	229
Centenary	2000	339
Centenary	2005	386
Centenary	2010	568
Centenary	2015	403
Centenary	2016	18
Centenary		65
Kenmore - Brookfield - Moggill	1991	872
Kenmore - Brookfield - Moggill	1995	209
Kenmore - Brookfield - Moggill	2000	331
Kenmore - Brookfield - Moggill	2005	412
Kenmore - Brookfield - Moggill	2010	575
Kenmore - Brookfield - Moggill	2015	369
Kenmore - Brookfield - Moggill	2016	23
Kenmore - Brookfield - Moggill		44
Sherwood - Indooroopilly	1991	2086
Sherwood - Indooroopilly	1995	609
Sherwood - Indooroopilly	2000	899
Sherwood - Indooroopilly	2005	1186
Sherwood - Indooroopilly	2010	1819
Sherwood - Indooroopilly	2015	1960
Sherwood - Indooroopilly	2016	163
Sherwood - Indooroopilly		149
The Gap - Enoggera	1991	1111
The Gap - Enoggera	1995	248
The Gap - Enoggera	2000	401
The Gap - Enoggera	2005	439
The Gap - Enoggera	2010	710
The Gap - Enoggera	2015	538
The Gap - Enoggera	2016	33
The Gap - Enoggera		64
Brisbane Inner	1991	16408
Brisbane Inner	1995	4327
Brisbane Inner	2000	6281
Brisbane Inner	2005	8769
Brisbane Inner	2010	13679
Brisbane Inner	2015	13097
Brisbane Inner	2016	1361
Brisbane Inner		1358
Brisbane Inner - East	1991	1224
Brisbane Inner - East	1995	275
Brisbane Inner - East	2000	368
Brisbane Inner - East	2005	518
Brisbane Inner - East	2010	990
Brisbane Inner - East	2015	989
Brisbane Inner - East	2016	91
Brisbane Inner - East		110
Brisbane Inner - North	1991	5031
Brisbane Inner - North	1995	1241
Brisbane Inner - North	2000	1763
Brisbane Inner - North	2005	2354
Brisbane Inner - North	2010	3971
Brisbane Inner - North	2015	3453
Brisbane Inner - North	2016	274
Brisbane Inner - North		383
Brisbane Inner - West	1991	3013
Brisbane Inner - West	1995	685
Brisbane Inner - West	2000	1106
Brisbane Inner - West	2005	1430
Brisbane Inner - West	2010	2315
Brisbane Inner - West	2015	2050
Brisbane Inner - West	2016	155
Brisbane Inner - West		216
Cairns - North	1991	1289
Cairns - North	1995	275
Cairns - North	2000	383
Cairns - North	2005	472
Cairns - North	2010	732
Cairns - North	2015	598
Cairns - North	2016	47
Cairns - North		109
Cairns - South	1991	4565
Cairns - South	1995	1023
Cairns - South	2000	1270
Cairns - South	2005	1687
Cairns - South	2010	2809
Cairns - South	2015	2156
Cairns - South	2016	185
Cairns - South		420
Innisfail - Cassowary Coast	1991	778
Innisfail - Cassowary Coast	1995	126
Innisfail - Cassowary Coast	2000	129
Innisfail - Cassowary Coast	2005	134
Innisfail - Cassowary Coast	2010	434
Innisfail - Cassowary Coast	2015	460
Innisfail - Cassowary Coast	2016	111
Innisfail - Cassowary Coast		97
Port Douglas - Daintree	1991	515
Port Douglas - Daintree	1995	68
Port Douglas - Daintree	2000	130
Port Douglas - Daintree	2005	166
Port Douglas - Daintree	2010	248
Port Douglas - Daintree	2015	328
Port Douglas - Daintree	2016	53
Port Douglas - Daintree		58
Tablelands (East) - Kuranda	1991	1101
Tablelands (East) - Kuranda	1995	114
Tablelands (East) - Kuranda	2000	180
Tablelands (East) - Kuranda	2005	213
Tablelands (East) - Kuranda	2010	300
Tablelands (East) - Kuranda	2015	352
Tablelands (East) - Kuranda	2016	67
Tablelands (East) - Kuranda		113
Darling Downs (West) - Maranoa	1991	627
Darling Downs (West) - Maranoa	1995	86
Darling Downs (West) - Maranoa	2000	169
Darling Downs (West) - Maranoa	2005	211
Darling Downs (West) - Maranoa	2010	663
Darling Downs (West) - Maranoa	2015	609
Darling Downs (West) - Maranoa	2016	31
Darling Downs (West) - Maranoa		92
Darling Downs - East	1991	614
Darling Downs - East	1995	89
Darling Downs - East	2000	125
Darling Downs - East	2005	223
Darling Downs - East	2010	571
Darling Downs - East	2015	500
Darling Downs - East	2016	40
Darling Downs - East		75
Granite Belt	1991	694
Granite Belt	1995	68
Granite Belt	2000	122
Granite Belt	2005	136
Granite Belt	2010	239
Granite Belt	2015	236
Granite Belt	2016	14
Granite Belt		78
Central Highlands (Qld)	1991	638
Central Highlands (Qld)	1995	98
Central Highlands (Qld)	2000	187
Central Highlands (Qld)	2005	257
Central Highlands (Qld)	2010	591
Central Highlands (Qld)	2015	433
Central Highlands (Qld)	2016	20
Central Highlands (Qld)		80
Rockhampton	1991	1741
Rockhampton	1995	264
Rockhampton	2000	388
Rockhampton	2005	677
Rockhampton	2010	1557
Rockhampton	2015	1194
Rockhampton	2016	80
Rockhampton		155
Biloela	1991	256
Biloela	1995	32
Biloela	2000	65
Biloela	2005	65
Biloela	2010	218
Biloela	2015	253
Biloela	2016	22
Biloela		34
Gladstone	1991	1460
Gladstone	1995	249
Gladstone	2000	371
Gladstone	2005	459
Gladstone	2010	1064
Gladstone	2015	1052
Gladstone	2016	34
Gladstone		95
Broadbeach - Burleigh	1991	2966
Broadbeach - Burleigh	1995	626
Broadbeach - Burleigh	2000	1149
Broadbeach - Burleigh	2005	1270
Broadbeach - Burleigh	2010	1995
Broadbeach - Burleigh	2015	1938
Broadbeach - Burleigh	2016	237
Broadbeach - Burleigh		279
Coolangatta	1991	1469
Coolangatta	1995	270
Coolangatta	2000	475
Coolangatta	2005	531
Coolangatta	2010	749
Coolangatta	2015	595
Coolangatta	2016	55
Coolangatta		127
Gold Coast - North	1991	1926
Gold Coast - North	1995	386
Gold Coast - North	2000	709
Gold Coast - North	2005	855
Gold Coast - North	2010	1289
Gold Coast - North	2015	969
Gold Coast - North	2016	65
Gold Coast - North		149
Gold Coast Hinterland	1991	560
Gold Coast Hinterland	1995	64
Gold Coast Hinterland	2000	118
Gold Coast Hinterland	2005	122
Gold Coast Hinterland	2010	164
Gold Coast Hinterland	2015	114
Gold Coast Hinterland	2016	13
Gold Coast Hinterland		43
Mudgeeraba - Tallebudgera	1991	695
Mudgeeraba - Tallebudgera	1995	115
Mudgeeraba - Tallebudgera	2000	233
Mudgeeraba - Tallebudgera	2005	252
Mudgeeraba - Tallebudgera	2010	317
Mudgeeraba - Tallebudgera	2015	182
Mudgeeraba - Tallebudgera	2016	14
Mudgeeraba - Tallebudgera		52
Nerang	1991	1902
Nerang	1995	357
Nerang	2000	694
Nerang	2005	783
Nerang	2010	1134
Nerang	2015	781
Nerang	2016	50
Nerang		117
Ormeau - Oxenford	1991	4039
Ormeau - Oxenford	1995	854
Ormeau - Oxenford	2000	1775
Ormeau - Oxenford	2005	2067
Ormeau - Oxenford	2010	3552
Ormeau - Oxenford	2015	2627
Ormeau - Oxenford	2016	157
Ormeau - Oxenford		338
Robina	1991	2159
Robina	1995	524
Robina	2000	935
Robina	2005	1121
Robina	2010	1548
Robina	2015	1247
Robina	2016	81
Robina		168
Southport	1991	4362
Southport	1995	998
Southport	2000	1722
Southport	2005	2014
Southport	2010	3227
Southport	2015	2419
Southport	2016	184
Southport		328
Surfers Paradise	1991	2470
Surfers Paradise	1995	595
Surfers Paradise	2000	1091
Surfers Paradise	2005	1297
Surfers Paradise	2010	2034
Surfers Paradise	2015	2245
Surfers Paradise	2016	263
Surfers Paradise		254
Forest Lake - Oxley	1991	3820
Forest Lake - Oxley	1995	928
Forest Lake - Oxley	2000	1167
Forest Lake - Oxley	2005	1494
Forest Lake - Oxley	2010	2527
Forest Lake - Oxley	2015	1795
Forest Lake - Oxley	2016	103
Forest Lake - Oxley		262
Ipswich Hinterland	1991	1127
Ipswich Hinterland	1995	155
Ipswich Hinterland	2000	239
Ipswich Hinterland	2005	269
Ipswich Hinterland	2010	338
Ipswich Hinterland	2015	358
Ipswich Hinterland	2016	74
Ipswich Hinterland		114
Ipswich Inner	1991	2394
Ipswich Inner	1995	450
Ipswich Inner	2000	647
Ipswich Inner	2005	875
Ipswich Inner	2010	1758
Ipswich Inner	2015	1058
Ipswich Inner	2016	58
Ipswich Inner		171
Springfield - Redbank	1991	2098
Springfield - Redbank	1995	462
Springfield - Redbank	2000	722
Springfield - Redbank	2005	950
Springfield - Redbank	2010	1389
Springfield - Redbank	2015	1014
Springfield - Redbank	2016	49
Springfield - Redbank		172
Beaudesert	1991	337
Beaudesert	1995	51
Beaudesert	2000	65
Beaudesert	2005	96
Beaudesert	2010	114
Beaudesert	2015	63
Beaudesert	2016	3
Beaudesert		21
Beenleigh	1991	1012
Beenleigh	1995	174
Beenleigh	2000	311
Beenleigh	2005	379
Beenleigh	2010	682
Beenleigh	2015	416
Beenleigh	2016	23
Beenleigh		63
Browns Plains	1991	1871
Browns Plains	1995	460
Browns Plains	2000	682
Browns Plains	2005	804
Browns Plains	2010	1239
Browns Plains	2015	944
Browns Plains	2016	62
Browns Plains		117
Jimboomba	1991	661
Jimboomba	1995	103
Jimboomba	2000	157
Jimboomba	2005	182
Jimboomba	2010	273
Jimboomba	2015	142
Jimboomba	2016	3
Jimboomba		28
Loganlea - Carbrook	1991	2380
Loganlea - Carbrook	1995	476
Loganlea - Carbrook	2000	788
Loganlea - Carbrook	2005	1007
Loganlea - Carbrook	2010	1455
Loganlea - Carbrook	2015	999
Loganlea - Carbrook	2016	59
Loganlea - Carbrook		154
Springwood - Kingston	1991	3239
Springwood - Kingston	1995	758
Springwood - Kingston	2000	1103
Springwood - Kingston	2005	1493
Springwood - Kingston	2010	2211
Springwood - Kingston	2015	1614
Springwood - Kingston	2016	88
Springwood - Kingston		237
Bowen Basin - North	1991	1190
Bowen Basin - North	1995	188
Bowen Basin - North	2000	350
Bowen Basin - North	2005	357
Bowen Basin - North	2010	808
Bowen Basin - North	2015	684
Bowen Basin - North	2016	84
Bowen Basin - North		211
Mackay	1991	1942
Mackay	1995	292
Mackay	2000	432
Mackay	2005	815
Mackay	2010	1931
Mackay	2015	1298
Mackay	2016	61
Mackay		139
Whitsunday	1991	580
Whitsunday	1995	75
Whitsunday	2000	145
Whitsunday	2005	206
Whitsunday	2010	376
Whitsunday	2015	641
Whitsunday	2016	83
Whitsunday		93
Bribie - Beachmere	1991	477
Bribie - Beachmere	1995	72
Bribie - Beachmere	2000	86
Bribie - Beachmere	2005	117
Bribie - Beachmere	2010	222
Bribie - Beachmere	2015	135
Bribie - Beachmere	2016	35
Bribie - Beachmere		68
Caboolture	1991	1658
Caboolture	1995	283
Caboolture	2000	422
Caboolture	2005	612
Caboolture	2010	927
Caboolture	2015	815
Caboolture	2016	243
Caboolture		267
Caboolture Hinterland	1991	242
Caboolture Hinterland	1995	36
Caboolture Hinterland	2000	53
Caboolture Hinterland	2005	83
Caboolture Hinterland	2010	198
Caboolture Hinterland	2015	182
Caboolture Hinterland	2016	47
Caboolture Hinterland		34
Narangba - Burpengary	1991	1028
Narangba - Burpengary	1995	163
Narangba - Burpengary	2000	254
Narangba - Burpengary	2005	339
Narangba - Burpengary	2010	662
Narangba - Burpengary	2015	339
Narangba - Burpengary	2016	12
Narangba - Burpengary		70
Redcliffe	1991	1625
Redcliffe	1995	296
Redcliffe	2000	482
Redcliffe	2005	614
Redcliffe	2010	1130
Redcliffe	2015	770
Redcliffe	2016	50
Redcliffe		98
The Hills District	1991	1117
The Hills District	1995	198
The Hills District	2000	364
The Hills District	2005	470
The Hills District	2010	629
The Hills District	2015	367
The Hills District	2016	22
The Hills District		58
North Lakes	1991	1000
North Lakes	1995	196
North Lakes	2000	381
North Lakes	2005	574
North Lakes	2010	1190
North Lakes	2015	791
North Lakes	2016	43
North Lakes		87
Strathpine	1991	1552
Strathpine	1995	329
Strathpine	2000	508
Strathpine	2005	664
Strathpine	2010	1074
Strathpine	2015	737
Strathpine	2016	44
Strathpine		93
Far North	1991	644
Far North	1995	93
Far North	2000	119
Far North	2005	120
Far North	2010	215
Far North	2015	237
Far North	2016	34
Far North		111
Outback - North	1991	813
Outback - North	1995	150
Outback - North	2000	225
Outback - North	2005	285
Outback - North	2010	682
Outback - North	2015	681
Outback - North	2016	38
Outback - North		79
Outback - South	1991	249
Outback - South	1995	40
Outback - South	2000	50
Outback - South	2005	61
Outback - South	2010	118
Outback - South	2015	172
Outback - South	2016	15
Outback - South		26
Buderim	1991	1508
Buderim	1995	242
Buderim	2000	393
Buderim	2005	594
Buderim	2010	939
Buderim	2015	577
Buderim	2016	38
Buderim		77
Caloundra	1991	2212
Caloundra	1995	329
Caloundra	2000	583
Caloundra	2005	889
Caloundra	2010	1511
Caloundra	2015	1009
Caloundra	2016	60
Caloundra		120
Maroochy	1991	2026
Maroochy	1995	353
Maroochy	2000	569
Maroochy	2005	875
Maroochy	2010	1405
Maroochy	2015	1156
Maroochy	2016	67
Maroochy		139
Noosa	1991	1575
Noosa	1995	252
Noosa	2000	422
Noosa	2005	599
Noosa	2010	812
Noosa	2015	661
Noosa	2016	44
Noosa		91
Sunshine Coast Hinterland	1991	1145
Sunshine Coast Hinterland	1995	157
Sunshine Coast Hinterland	2000	214
Sunshine Coast Hinterland	2005	311
Sunshine Coast Hinterland	2010	393
Sunshine Coast Hinterland	2015	358
Sunshine Coast Hinterland	2016	75
Sunshine Coast Hinterland		119
