SA3_NAME16	YearOfArrival.max	workers_born_overseas
Nambour	1991	1625
Nambour	1995	269
Nambour	2000	342
Nambour	2005	553
Nambour	2010	818
Nambour	2015	485
Nambour	2016	36
Nambour		88
Noosa Hinterland	1991	513
Noosa Hinterland	1995	54
Noosa Hinterland	2000	97
Noosa Hinterland	2005	125
Noosa Hinterland	2010	158
Noosa Hinterland	2015	68
Noosa Hinterland	2016	8
Noosa Hinterland		25
Toowoomba	1991	2758
Toowoomba	1995	403
Toowoomba	2000	671
Toowoomba	2005	1142
Toowoomba	2010	1990
Toowoomba	2015	1825
Toowoomba	2016	181
Toowoomba		224
Charters Towers - Ayr - Ingham	1991	613
Charters Towers - Ayr - Ingham	1995	73
Charters Towers - Ayr - Ingham	2000	83
Charters Towers - Ayr - Ingham	2005	109
Charters Towers - Ayr - Ingham	2010	206
Charters Towers - Ayr - Ingham	2015	227
Charters Towers - Ayr - Ingham	2016	41
Charters Towers - Ayr - Ingham		104
Townsville	1991	4545
Townsville	1995	818
Townsville	2000	1113
Townsville	2005	1528
Townsville	2010	3091
Townsville	2015	2142
Townsville	2016	150
Townsville		302
Bundaberg	1991	1525
Bundaberg	1995	203
Bundaberg	2000	328
Bundaberg	2005	372
Bundaberg	2010	647
Bundaberg	2015	670
Bundaberg	2016	147
Bundaberg		200
Burnett	1991	750
Burnett	1995	91
Burnett	2000	123
Burnett	2005	128
Burnett	2010	235
Burnett	2015	333
Burnett	2016	69
Burnett		124
Gympie - Cooloola	1991	948
Gympie - Cooloola	1995	100
Gympie - Cooloola	2000	142
Gympie - Cooloola	2005	199
Gympie - Cooloola	2010	261
Gympie - Cooloola	2015	190
Gympie - Cooloola	2016	8
Gympie - Cooloola		47
Hervey Bay	1991	1200
Hervey Bay	1995	168
Hervey Bay	2000	249
Hervey Bay	2005	312
Hervey Bay	2010	520
Hervey Bay	2015	320
Hervey Bay	2016	20
Hervey Bay		63
Maryborough	1991	690
Maryborough	1995	64
Maryborough	2000	118
Maryborough	2005	142
Maryborough	2010	183
Maryborough	2015	129
Maryborough	2016	7
Maryborough		54
Migratory - Offshore - Shipping (Qld)	1991	14
Migratory - Offshore - Shipping (Qld)	1995	3
Migratory - Offshore - Shipping (Qld)	2005	4
Migratory - Offshore - Shipping (Qld)	2010	7
Migratory - Offshore - Shipping (Qld)	2015	5
No usual address (Qld)	1991	8455
No usual address (Qld)	1995	1486
No usual address (Qld)	2000	2288
No usual address (Qld)	2005	2513
No usual address (Qld)	2010	3961
No usual address (Qld)	2015	3239
No usual address (Qld)	2016	330
No usual address (Qld)		793
Adelaide City	1991	11381
Adelaide City	1995	1892
Adelaide City	2000	2236
Adelaide City	2005	3677
Adelaide City	2010	7182
Adelaide City	2015	6012
Adelaide City	2016	453
Adelaide City		562
Adelaide Hills	1991	1640
Adelaide Hills	1995	144
Adelaide Hills	2000	254
Adelaide Hills	2005	325
Adelaide Hills	2010	597
Adelaide Hills	2015	440
Adelaide Hills	2016	27
Adelaide Hills		97
Burnside	1991	1646
Burnside	1995	220
Burnside	2000	261
Burnside	2005	417
Burnside	2010	852
Burnside	2015	747
Burnside	2016	49
Burnside		70
Campbelltown (SA)	1991	1120
Campbelltown (SA)	1995	134
Campbelltown (SA)	2000	152
Campbelltown (SA)	2005	239
Campbelltown (SA)	2010	614
Campbelltown (SA)	2015	454
Campbelltown (SA)	2016	22
Campbelltown (SA)		45
Norwood - Payneham - St Peters	1991	2173
Norwood - Payneham - St Peters	1995	270
Norwood - Payneham - St Peters	2000	377
Norwood - Payneham - St Peters	2005	565
Norwood - Payneham - St Peters	2010	1270
Norwood - Payneham - St Peters	2015	1097
Norwood - Payneham - St Peters	2016	60
Norwood - Payneham - St Peters		119
Prospect - Walkerville	1991	826
Prospect - Walkerville	1995	84
Prospect - Walkerville	2000	126
Prospect - Walkerville	2005	165
Prospect - Walkerville	2010	470
Prospect - Walkerville	2015	359
Prospect - Walkerville	2016	25
Prospect - Walkerville		39
Unley	1991	1793
Unley	1995	260
Unley	2000	324
Unley	2005	523
Unley	2010	1181
Unley	2015	934
Unley	2016	64
Unley		81
Gawler - Two Wells	1991	916
Gawler - Two Wells	1995	97
Gawler - Two Wells	2000	92
Gawler - Two Wells	2005	134
Gawler - Two Wells	2010	346
Gawler - Two Wells	2015	270
Gawler - Two Wells	2016	12
Gawler - Two Wells		53
Playford	1991	3148
Playford	1995	389
Playford	2000	331
Playford	2005	611
Playford	2010	1280
Playford	2015	820
Playford	2016	50
Playford		176
Port Adelaide - East	1991	2582
Port Adelaide - East	1995	339
Port Adelaide - East	2000	383
Port Adelaide - East	2005	660
Port Adelaide - East	2010	1758
Port Adelaide - East	2015	1093
Port Adelaide - East	2016	44
Port Adelaide - East		101
Salisbury	1991	5154
Salisbury	1995	807
Salisbury	2000	751
Salisbury	2005	1118
Salisbury	2010	2519
Salisbury	2015	1597
Salisbury	2016	88
Salisbury		225
Tea Tree Gully	1991	2357
Tea Tree Gully	1995	243
Tea Tree Gully	2000	304
Tea Tree Gully	2005	472
Tea Tree Gully	2010	1114
Tea Tree Gully	2015	694
Tea Tree Gully	2016	38
Tea Tree Gully		84
Holdfast Bay	1991	1061
Holdfast Bay	1995	136
Holdfast Bay	2000	178
Holdfast Bay	2005	289
Holdfast Bay	2010	689
Holdfast Bay	2015	549
Holdfast Bay	2016	41
Holdfast Bay		62
Marion	1991	2075
Marion	1995	274
Marion	2000	391
Marion	2005	608
Marion	2010	1439
Marion	2015	871
Marion	2016	61
Marion		95
Mitcham	1991	2718
Mitcham	1995	408
Mitcham	2000	489
Mitcham	2005	809
Mitcham	2010	1622
Mitcham	2015	914
Mitcham	2016	69
Mitcham		109
Onkaparinga	1991	4024
Onkaparinga	1995	421
Onkaparinga	2000	522
Onkaparinga	2005	763
Onkaparinga	2010	1735
Onkaparinga	2015	1016
Onkaparinga	2016	51
Onkaparinga		172
Charles Sturt	1991	4159
Charles Sturt	1995	688
Charles Sturt	2000	739
Charles Sturt	2005	1036
Charles Sturt	2010	2443
Charles Sturt	2015	1648
Charles Sturt	2016	112
Charles Sturt		195
Port Adelaide - West	1991	4171
Port Adelaide - West	1995	632
Port Adelaide - West	2000	621
Port Adelaide - West	2005	934
Port Adelaide - West	2010	2135
Port Adelaide - West	2015	1476
Port Adelaide - West	2016	122
Port Adelaide - West		238
West Torrens	1991	4112
West Torrens	1995	602
West Torrens	2000	720
West Torrens	2005	1027
West Torrens	2010	2618
West Torrens	2015	1922
West Torrens	2016	123
West Torrens		203
Barossa	1991	925
Barossa	1995	72
Barossa	2000	80
Barossa	2005	123
Barossa	2010	253
Barossa	2015	169
Barossa	2016	16
Barossa		45
Lower North	1991	413
Lower North	1995	29
Lower North	2000	38
Lower North	2005	59
Lower North	2010	115
Lower North	2015	156
Lower North	2016	4
Lower North		23
Mid North	1991	372
Mid North	1995	41
Mid North	2000	29
Mid North	2005	60
Mid North	2010	133
Mid North	2015	123
Mid North	2016	3
Mid North		28
Yorke Peninsula	1991	394
Yorke Peninsula	1995	20
Yorke Peninsula	2000	28
Yorke Peninsula	2005	40
Yorke Peninsula	2010	77
Yorke Peninsula	2015	58
Yorke Peninsula		26
Eyre Peninsula and South West	1991	1428
Eyre Peninsula and South West	1995	80
Eyre Peninsula and South West	2000	83
Eyre Peninsula and South West	2005	172
Eyre Peninsula and South West	2010	376
Eyre Peninsula and South West	2015	301
Eyre Peninsula and South West	2016	11
Eyre Peninsula and South West		71
Outback - North and East	1991	712
Outback - North and East	1995	63
Outback - North and East	2000	99
Outback - North and East	2005	150
Outback - North and East	2010	404
Outback - North and East	2015	264
Outback - North and East	2016	13
Outback - North and East		52
Fleurieu - Kangaroo Island	1991	1229
Fleurieu - Kangaroo Island	1995	71
Fleurieu - Kangaroo Island	2000	129
Fleurieu - Kangaroo Island	2005	134
Fleurieu - Kangaroo Island	2010	234
Fleurieu - Kangaroo Island	2015	217
Fleurieu - Kangaroo Island	2016	24
Fleurieu - Kangaroo Island		64
Limestone Coast	1991	1090
Limestone Coast	1995	73
Limestone Coast	2000	186
Limestone Coast	2005	228
Limestone Coast	2010	488
Limestone Coast	2015	624
Limestone Coast	2016	44
Limestone Coast		112
Murray and Mallee	1991	1289
Murray and Mallee	1995	110
Murray and Mallee	2000	152
Murray and Mallee	2005	273
Murray and Mallee	2010	716
Murray and Mallee	2015	950
Murray and Mallee	2016	126
Murray and Mallee		217
Migratory - Offshore - Shipping (SA)	1991	5
Migratory - Offshore - Shipping (SA)	1995	3
No usual address (SA)	1991	3507
No usual address (SA)	1995	421
No usual address (SA)	2000	568
No usual address (SA)	2005	639
No usual address (SA)	2010	1282
No usual address (SA)	2015	876
No usual address (SA)	2016	77
No usual address (SA)		209
Augusta - Margaret River - Busselton	1991	1823
Augusta - Margaret River - Busselton	1995	210
Augusta - Margaret River - Busselton	2000	310
Augusta - Margaret River - Busselton	2005	427
Augusta - Margaret River - Busselton	2010	759
Augusta - Margaret River - Busselton	2015	820
Augusta - Margaret River - Busselton	2016	82
Augusta - Margaret River - Busselton		175
Bunbury	1991	3505
Bunbury	1995	381
Bunbury	2000	603
Bunbury	2005	932
Bunbury	2010	2171
Bunbury	2015	1890
Bunbury	2016	116
Bunbury		313
Manjimup	1991	991
Manjimup	1995	74
Manjimup	2000	91
Manjimup	2005	116
Manjimup	2010	170
Manjimup	2015	177
Manjimup	2016	17
Manjimup		75
Mandurah	1991	2806
Mandurah	1995	381
Mandurah	2000	515
Mandurah	2005	833
Mandurah	2010	2081
Mandurah	2015	1848
Mandurah	2016	72
Mandurah		162
Cottesloe - Claremont	1991	5226
Cottesloe - Claremont	1995	1095
Cottesloe - Claremont	2000	1501
Cottesloe - Claremont	2005	1971
Cottesloe - Claremont	2010	3310
Cottesloe - Claremont	2015	3630
Cottesloe - Claremont	2016	228
Cottesloe - Claremont		291
Perth City	1991	24405
Perth City	1995	5313
Perth City	2000	7019
Perth City	2005	9675
Perth City	2010	17700
Perth City	2015	17913
Perth City	2016	1077
Perth City		1432
Bayswater - Bassendean	1991	3510
Bayswater - Bassendean	1995	671
Bayswater - Bassendean	2000	786
Bayswater - Bassendean	2005	1020
Bayswater - Bassendean	2010	2382
Bayswater - Bassendean	2015	2190
Bayswater - Bassendean	2016	128
Bayswater - Bassendean		219
Mundaring	1991	1322
Mundaring	1995	149
Mundaring	2000	194
Mundaring	2005	278
Mundaring	2010	539
Mundaring	2015	467
Mundaring	2016	31
Mundaring		69
Swan	1991	6773
Swan	1995	1360
Swan	2000	1706
Swan	2005	2188
Swan	2010	4874
Swan	2015	3998
Swan	2016	240
Swan		456
Joondalup	1991	6134
Joondalup	1995	1321
Joondalup	2000	1855
Joondalup	2005	2814
Joondalup	2010	4644
Joondalup	2015	3728
Joondalup	2016	171
Joondalup		337
Stirling	1991	9413
Stirling	1995	1972
Stirling	2000	2542
Stirling	2005	3287
Stirling	2010	6309
Stirling	2015	6169
Stirling	2016	315
Stirling		524
Wanneroo	1991	5700
Wanneroo	1995	1283
Wanneroo	2000	1648
Wanneroo	2005	2633
Wanneroo	2010	5220
Wanneroo	2015	3870
Wanneroo	2016	223
Wanneroo		427
Armadale	1991	2393
Armadale	1995	367
Armadale	2000	458
Armadale	2005	667
Armadale	2010	1437
Armadale	2015	1171
Armadale	2016	78
Armadale		122
Belmont - Victoria Park	1991	7248
Belmont - Victoria Park	1995	1614
Belmont - Victoria Park	2000	1893
Belmont - Victoria Park	2005	2855
Belmont - Victoria Park	2010	6508
Belmont - Victoria Park	2015	5911
Belmont - Victoria Park	2016	266
Belmont - Victoria Park		523
Canning	1991	8493
Canning	1995	1758
Canning	2000	2133
Canning	2005	3045
Canning	2010	7119
Canning	2015	6088
Canning	2016	305
Canning		512
Gosnells	1991	3410
Gosnells	1995	591
Gosnells	2000	770
Gosnells	2005	1056
Gosnells	2010	2427
Gosnells	2015	1892
Gosnells	2016	92
Gosnells		188
Kalamunda	1991	1932
Kalamunda	1995	289
Kalamunda	2000	366
Kalamunda	2005	506
Kalamunda	2010	1091
Kalamunda	2015	852
Kalamunda	2016	35
Kalamunda		86
Serpentine - Jarrahdale	1991	544
Serpentine - Jarrahdale	1995	70
Serpentine - Jarrahdale	2000	91
Serpentine - Jarrahdale	2005	120
Serpentine - Jarrahdale	2010	244
Serpentine - Jarrahdale	2015	238
Serpentine - Jarrahdale	2016	20
Serpentine - Jarrahdale		34
South Perth	1991	1669
South Perth	1995	294
South Perth	2000	411
South Perth	2005	578
South Perth	2010	1150
South Perth	2015	1114
South Perth	2016	70
South Perth		94
Cockburn	1991	4814
Cockburn	1995	913
Cockburn	2000	1289
Cockburn	2005	1752
Cockburn	2010	4234
Cockburn	2015	3983
Cockburn	2016	153
Cockburn		273
Fremantle	1991	3479
Fremantle	1995	598
Fremantle	2000	769
Fremantle	2005	980
Fremantle	2010	2115
Fremantle	2015	2299
Fremantle	2016	136
Fremantle		225
Kwinana	1991	1808
Kwinana	1995	284
Kwinana	2000	323
Kwinana	2005	420
Kwinana	2010	1166
Kwinana	2015	837
Kwinana	2016	24
Kwinana		92
Melville	1991	5344
Melville	1995	1092
Melville	2000	1378
Melville	2005	1931
Melville	2010	3564
Melville	2015	3300
Melville	2016	171
Melville		249
Rockingham	1991	3494
Rockingham	1995	553
Rockingham	2000	711
Rockingham	2005	1182
Rockingham	2010	2697
Rockingham	2015	2105
Rockingham	2016	60
Rockingham		193
Albany	1991	2405
Albany	1995	246
Albany	2000	305
Albany	2005	421
Albany	2010	921
Albany	2015	706
Albany	2016	46
Albany		138
Wheat Belt - North	1991	1757
Wheat Belt - North	1995	184
Wheat Belt - North	2000	310
Wheat Belt - North	2005	382
Wheat Belt - North	2010	721
Wheat Belt - North	2015	958
Wheat Belt - North	2016	118
Wheat Belt - North		243
Wheat Belt - South	1991	772
Wheat Belt - South	1995	86
Wheat Belt - South	2000	97
Wheat Belt - South	2005	139
Wheat Belt - South	2010	335
Wheat Belt - South	2015	308
Wheat Belt - South	2016	16
Wheat Belt - South		49
Kimberley	1991	971
Kimberley	1995	166
Kimberley	2000	193
Kimberley	2005	233
Kimberley	2010	712
Kimberley	2015	850
Kimberley	2016	100
Kimberley		158
East Pilbara	1991	1886
East Pilbara	1995	373
East Pilbara	2000	545
East Pilbara	2005	714
East Pilbara	2010	1875
East Pilbara	2015	1506
East Pilbara	2016	46
East Pilbara		188
West Pilbara	1991	3256
West Pilbara	1995	649
West Pilbara	2000	953
West Pilbara	2005	1346
West Pilbara	2010	3327
West Pilbara	2015	2630
West Pilbara	2016	94
West Pilbara		312
Esperance	1991	514
Esperance	1995	49
Esperance	2000	104
Esperance	2005	124
Esperance	2010	222
Esperance	2015	206
Esperance	2016	19
Esperance		50
Gascoyne	1991	443
Gascoyne	1995	45
Gascoyne	2000	72
Gascoyne	2005	94
Gascoyne	2010	196
Gascoyne	2015	233
Gascoyne	2016	41
Gascoyne		61
Goldfields	1991	1728
Goldfields	1995	369
Goldfields	2000	479
Goldfields	2005	747
Goldfields	2010	1883
Goldfields	2015	1709
Goldfields	2016	77
Goldfields		180
Mid West	1991	1769
Mid West	1995	211
Mid West	2000	344
Mid West	2005	467
Mid West	2010	1083
Mid West	2015	1046
Mid West	2016	33
Mid West		118
Migratory - Offshore - Shipping (WA)	1991	200
Migratory - Offshore - Shipping (WA)	1995	43
Migratory - Offshore - Shipping (WA)	2000	48
Migratory - Offshore - Shipping (WA)	2005	52
Migratory - Offshore - Shipping (WA)	2010	89
Migratory - Offshore - Shipping (WA)	2015	68
Migratory - Offshore - Shipping (WA)	2016	3
Migratory - Offshore - Shipping (WA)		14
No usual address (WA)	1991	6633
No usual address (WA)	1995	1136
No usual address (WA)	2000	1605
No usual address (WA)	2005	1898
No usual address (WA)	2010	3897
No usual address (WA)	2015	3419
No usual address (WA)	2016	228
No usual address (WA)		575
Brighton	1991	99
Brighton	1995	3
Brighton	2000	12
Brighton	2005	11
Brighton	2010	22
Brighton	2015	35
Brighton		9
Hobart - North East	1991	753
Hobart - North East	1995	103
Hobart - North East	2000	113
Hobart - North East	2005	177
Hobart - North East	2010	255
Hobart - North East	2015	203
Hobart - North East	2016	19
Hobart - North East		50
Hobart - North West	1991	965
Hobart - North West	1995	133
Hobart - North West	2000	150
Hobart - North West	2005	212
Hobart - North West	2010	364
Hobart - North West	2015	289
Hobart - North West	2016	17
Hobart - North West		52
Hobart - South and West	1991	529
Hobart - South and West	1995	67
Hobart - South and West	2000	93
Hobart - South and West	2005	118
Hobart - South and West	2010	179
Hobart - South and West	2015	166
Hobart - South and West	2016	8
Hobart - South and West		26
Hobart Inner	1991	3427
Hobart Inner	1995	475
Hobart Inner	2000	638
Hobart Inner	2005	832
Hobart Inner	2010	1343
Hobart Inner	2015	1394
Hobart Inner	2016	116
Hobart Inner		169
Sorell - Dodges Ferry	1991	175
Sorell - Dodges Ferry	1995	13
Sorell - Dodges Ferry	2000	18
Sorell - Dodges Ferry	2005	31
Sorell - Dodges Ferry	2010	37
Sorell - Dodges Ferry	2015	42
Sorell - Dodges Ferry		12
Launceston	1991	1904
Launceston	1995	204
Launceston	2000	317
Launceston	2005	418
Launceston	2010	686
Launceston	2015	566
Launceston	2016	58
Launceston		92
Meander Valley - West Tamar	1991	311
Meander Valley - West Tamar	1995	36
Meander Valley - West Tamar	2000	36
Meander Valley - West Tamar	2005	43
Meander Valley - West Tamar	2010	55
Meander Valley - West Tamar	2015	75
Meander Valley - West Tamar	2016	8
Meander Valley - West Tamar		18
North East	1991	586
North East	1995	50
North East	2000	88
North East	2005	80
North East	2010	120
North East	2015	172
North East	2016	13
North East		35
Central Highlands (Tas.)	1991	96
Central Highlands (Tas.)	1995	6
Central Highlands (Tas.)	2000	10
Central Highlands (Tas.)	2005	25
Central Highlands (Tas.)	2010	16
Central Highlands (Tas.)	2015	34
Central Highlands (Tas.)		4
Huon - Bruny Island	1991	389
Huon - Bruny Island	1995	44
Huon - Bruny Island	2000	51
Huon - Bruny Island	2005	54
Huon - Bruny Island	2010	79
Huon - Bruny Island	2015	105
Huon - Bruny Island	2016	5
Huon - Bruny Island		35
South East Coast	1991	108
South East Coast	1995	16
South East Coast	2000	19
South East Coast	2005	17
South East Coast	2010	27
South East Coast	2015	44
South East Coast	2016	3
South East Coast		8
Burnie - Ulverstone	1991	783
Burnie - Ulverstone	1995	78
Burnie - Ulverstone	2000	101
Burnie - Ulverstone	2005	120
Burnie - Ulverstone	2010	212
Burnie - Ulverstone	2015	162
Burnie - Ulverstone	2016	17
Burnie - Ulverstone		47
Devonport	1991	718
Devonport	1995	85
Devonport	2000	82
Devonport	2005	116
Devonport	2010	180
Devonport	2015	185
Devonport	2016	16
Devonport		52
West Coast	1991	297
West Coast	1995	33
West Coast	2000	95
West Coast	2005	74
West Coast	2010	92
West Coast	2015	95
West Coast	2016	13
West Coast		22
Migratory - Offshore - Shipping (Tas.)	1991	6
Migratory - Offshore - Shipping (Tas.)	2000	3
No usual address (Tas.)	1991	498
No usual address (Tas.)	1995	47
No usual address (Tas.)	2000	75
No usual address (Tas.)	2005	61
No usual address (Tas.)	2010	111
No usual address (Tas.)	2015	82
No usual address (Tas.)	2016	13
No usual address (Tas.)		32
Darwin City	1991	2426
Darwin City	1995	402
Darwin City	2000	516
Darwin City	2005	611
Darwin City	2010	1981
Darwin City	2015	2532
Darwin City	2016	283
Darwin City		281
Darwin Suburbs	1991	2149
Darwin Suburbs	1995	377
Darwin Suburbs	2000	440
Darwin Suburbs	2005	613
Darwin Suburbs	2010	1946
Darwin Suburbs	2015	2117
Darwin Suburbs	2016	181
Darwin Suburbs		234
Litchfield	1991	1152
Litchfield	1995	220
Litchfield	2000	309
Litchfield	2005	369
Litchfield	2010	859
Litchfield	2015	895
Litchfield	2016	74
Litchfield		125
Palmerston	1991	571
Palmerston	1995	88
Palmerston	2000	129
Palmerston	2005	140
Palmerston	2010	528
Palmerston	2015	487
Palmerston	2016	37
Palmerston		66
Alice Springs	1991	1153
Alice Springs	1995	184
Alice Springs	2000	279
Alice Springs	2005	460
Alice Springs	2010	1115
Alice Springs	2015	1331
Alice Springs	2016	168
Alice Springs		138
Barkly	1991	102
Barkly	1995	11
Barkly	2000	19
Barkly	2005	35
Barkly	2010	77
Barkly	2015	123
Barkly	2016	11
Barkly		31
Daly - Tiwi - West Arnhem	1991	234
Daly - Tiwi - West Arnhem	1995	33
Daly - Tiwi - West Arnhem	2000	41
Daly - Tiwi - West Arnhem	2005	67
Daly - Tiwi - West Arnhem	2010	108
Daly - Tiwi - West Arnhem	2015	172
Daly - Tiwi - West Arnhem	2016	26
Daly - Tiwi - West Arnhem		35
East Arnhem	1991	311
East Arnhem	1995	44
East Arnhem	2000	64
East Arnhem	2005	71
East Arnhem	2010	161
East Arnhem	2015	96
East Arnhem	2016	7
East Arnhem		33
Katherine	1991	361
Katherine	1995	47
Katherine	2000	69
Katherine	2005	85
Katherine	2010	221
Katherine	2015	272
Katherine	2016	30
Katherine		61
Migratory - Offshore - Shipping (NT)	1991	12
Migratory - Offshore - Shipping (NT)	1995	3
Migratory - Offshore - Shipping (NT)	2000	6
Migratory - Offshore - Shipping (NT)	2005	4
Migratory - Offshore - Shipping (NT)	2010	8
Migratory - Offshore - Shipping (NT)	2015	5
Migratory - Offshore - Shipping (NT)		4
No usual address (NT)	1991	334
No usual address (NT)	1995	37
No usual address (NT)	2000	63
No usual address (NT)	2005	85
No usual address (NT)	2010	167
No usual address (NT)	2015	197
No usual address (NT)	2016	16
No usual address (NT)		37
Belconnen	1991	2505
Belconnen	1995	599
Belconnen	2000	715
Belconnen	2005	1065
Belconnen	2010	1578
Belconnen	2015	1524
Belconnen	2016	113
Belconnen		135
Canberra East	1991	1337
Canberra East	1995	315
Canberra East	2000	337
Canberra East	2005	404
Canberra East	2010	598
Canberra East	2015	501
Canberra East	2016	21
Canberra East		73
Gungahlin	1991	1044
Gungahlin	1995	256
Gungahlin	2000	345
Gungahlin	2005	553
Gungahlin	2010	1029
Gungahlin	2015	834
Gungahlin	2016	53
Gungahlin		66
North Canberra	1991	6392
North Canberra	1995	1579
North Canberra	2000	1840
North Canberra	2005	2408
North Canberra	2010	3155
North Canberra	2015	3395
North Canberra	2016	278
North Canberra		344
South Canberra	1991	4835
South Canberra	1995	932
South Canberra	2000	1147
South Canberra	2005	1359
South Canberra	2010	2061
South Canberra	2015	2088
South Canberra	2016	175
South Canberra		247
Tuggeranong	1991	1824
Tuggeranong	1995	363
Tuggeranong	2000	466
Tuggeranong	2005	560
Tuggeranong	2010	853
Tuggeranong	2015	707
Tuggeranong	2016	41
Tuggeranong		82
Weston Creek	1991	374
Weston Creek	1995	65
Weston Creek	2000	79
Weston Creek	2005	113
Weston Creek	2010	203
Weston Creek	2015	240
Weston Creek	2016	22
Weston Creek		10
Woden Valley	1991	2210
Woden Valley	1995	467
Woden Valley	2000	556
Woden Valley	2005	808
Woden Valley	2010	1470
Woden Valley	2015	1443
Woden Valley	2016	66
Woden Valley		120
Molonglo	1991	16
Molonglo	1995	3
Molonglo	2000	7
Molonglo	2005	13
Molonglo	2010	20
Molonglo	2015	13
Molonglo		3
Urriarra - Namadgi	1991	42
Urriarra - Namadgi	1995	3
Urriarra - Namadgi	2000	12
Urriarra - Namadgi	2005	5
Urriarra - Namadgi	2010	9
Urriarra - Namadgi	2015	17
Urriarra - Namadgi		4
No usual address (ACT)	1991	612
No usual address (ACT)	1995	100
No usual address (ACT)	2000	129
No usual address (ACT)	2005	151
No usual address (ACT)	2010	237
No usual address (ACT)	2015	242
No usual address (ACT)	2016	23
No usual address (ACT)		47
Christmas Island	1991	294
Christmas Island	1995	25
Christmas Island	2000	25
Christmas Island	2005	23
Christmas Island	2010	63
Christmas Island	2015	56
Christmas Island	2016	8
Christmas Island		21
Cocos (Keeling) Islands	1991	18
Cocos (Keeling) Islands	1995	7
Cocos (Keeling) Islands	2005	4
Cocos (Keeling) Islands	2010	3
Jervis Bay	1991	48
Jervis Bay	1995	3
Jervis Bay	2000	6
Jervis Bay	2005	11
Jervis Bay	2010	11
Jervis Bay	2015	6
Jervis Bay	2016	9
Jervis Bay		8
Norfolk Island	1991	150
Norfolk Island	1995	15
Norfolk Island	2000	23
Norfolk Island	2005	34
Norfolk Island	2010	50
Norfolk Island	2015	35
Norfolk Island	2016	14
Norfolk Island		44
No usual address (OT)	1991	6
No usual address (OT)	1995	3
No usual address (OT)	2000	3
No usual address (OT)	2005	4
No usual address (OT)	2010	3
No usual address (OT)	2015	6
No usual address (OT)	2016	11
No usual address (OT)		7
